t_s,wall_time,frame,tier,theta_deg,x_mm,y_mm,n_c,n_r,mad_h,mad_v,fps
2.5723,1789123614.873,21225,junction,2.184,-11.33,0.875,44,32,0.188,0.313,115.2
2.5831,1789123614.884,21226,junction,2.179,-11.331,0.872,44,32,0.313,0.313,115.0
2.5899,1789123614.891,21227,junction,2.191,-11.333,0.875,44,32,0.188,0.313,115.8
2.5983,1789123614.899,21228,junction,2.202,-11.334,0.872,44,32,0.188,0.188,116.5
2.6091,1789123614.910,21229,junction,2.201,-11.333,0.872,43,32,0.188,0.313,116.0
2.6135,1789123614.914,21230,junction,2.201,-11.331,0.875,44,32,0.188,0.188,116.8
2.6224,1789123614.923,21231,junction,2.214,-11.334,0.872,44,32,0.188,0.188,117.5
2.6312,1789123614.932,21232,junction,2.219,-11.33,0.871,43,32,0.188,0.188,117.1
2.6387,1789123614.940,21233,junction,2.193,-11.336,0.878,44,32,0.313,0.188,117.8
2.6489,1789123614.950,21234,junction,2.19,-11.334,0.872,44,32,0.188,0.313,118.4
2.6605,1789123614.961,21235,junction,2.19,-11.334,0.875,44,32,0.188,0.313,117.6
2.6658,1789123614.967,21236,junction,2.215,-11.337,0.872,45,32,0.188,0.188,118.0
2.6750,1789123614.976,21237,junction,2.193,-11.337,0.876,43,32,0.188,0.313,118.6
2.6841,1789123614.985,21238,junction,2.199,-11.334,0.876,43,32,0.188,0.188,118.1
2.6889,1789123614.990,21239,junction,2.206,-11.337,0.875,43,32,0.188,0.188,118.5
2.7101,1789123615.011,21240,junction,2.22,-11.375,0.887,106,71,0.188,0.188,113.6
2.7200,1789123615.021,21241,junction,2.215,-11.333,0.874,44,32,0.188,0.188,104.2
2.7261,1789123615.027,21242,junction,2.219,-11.336,0.872,43,32,0.188,0.188,105.7
2.7365,1789123615.037,21243,junction,2.199,-11.333,0.872,44,32,0.188,0.313,107.2
2.7440,1789123615.045,21244,junction,2.203,-11.336,0.872,44,32,0.313,0.188,107.9
2.7525,1789123615.053,21245,junction,2.194,-11.336,0.872,44,32,0.188,0.313,109.1
2.7602,1789123615.061,21246,junction,2.189,-11.335,0.873,44,32,0.188,0.313,110.3
2.7687,1789123615.069,21247,junction,2.195,-11.334,0.873,45,32,0.188,0.313,110.5
2.7771,1789123615.078,21248,junction,2.191,-11.334,0.872,44,32,0.188,0.313,111.7
2.7880,1789123615.089,21249,junction,2.207,-11.333,0.871,43,32,0.188,0.188,112.8
2.7932,1789123615.094,21250,junction,2.224,-11.337,0.872,44,32,0.188,0.188,112.9
2.8010,1789123615.102,21251,junction,2.202,-11.337,0.874,44,32,0.188,0.313,113.9
2.8103,1789123615.111,21252,junction,2.198,-11.333,0.871,44,32,0.188,0.313,114.6
2.8183,1789123615.119,21253,junction,2.197,-11.331,0.872,44,32,0.188,0.313,114.4
2.8263,1789123615.127,21254,junction,2.218,-11.333,0.872,44,32,0.188,0.188,115.3
2.8353,1789123615.136,21255,junction,2.206,-11.337,0.872,44,32,0.188,0.188,116.0
2.8450,1789123615.146,21256,junction,2.206,-11.333,0.871,44,32,0.313,0.188,115.8
2.8513,1789123615.152,21257,junction,2.199,-11.334,0.872,43,32,0.188,0.313,116.6
2.8602,1789123615.161,21258,junction,2.202,-11.333,0.876,43,32,0.188,0.188,117.2
2.8690,1789123615.170,21259,junction,2.208,-11.332,0.876,43,32,0.188,0.188,116.7
2.8763,1789123615.177,21260,junction,2.194,-11.337,0.872,43,32,0.188,0.313,117.4
2.8851,1789123615.186,21261,junction,2.217,-11.331,0.872,44,32,0.188,0.188,118.0
2.8931,1789123615.194,21262,junction,2.22,-11.336,0.872,44,32,0.188,0.188,117.5
2.9012,1789123615.202,21263,junction,2.217,-11.331,0.875,43,32,0.188,0.188,118.2
2.9104,1789123615.211,21264,junction,2.184,-11.337,0.875,43,32,0.313,0.313,118.7
2.9184,1789123615.219,21265,junction,2.201,-11.334,0.876,44,32,0.188,0.313,118.0
2.9271,1789123615.228,21266,junction,2.197,-11.337,0.875,44,32,0.188,0.188,118.4
2.9356,1789123615.236,21267,junction,2.194,-11.337,0.872,44,32,0.188,0.313,118.8
2.9441,1789123615.245,21268,junction,2.197,-11.334,0.871,44,32,0.313,0.188,118.2
2.9547,1789123615.256,21269,junction,2.223,-11.333,0.872,43,32,0.188,0.188,118.7
2.9725,1789123615.273,21270,junction,2.209,-11.376,0.891,107,71,0.188,0.188,113.6
2.9809,1789123615.282,21271,junction,2.203,-11.334,0.875,44,32,0.188,0.188,104.1
2.9892,1789123615.290,21272,junction,2.206,-11.333,0.875,43,32,0.188,0.188,105.6
3.0010,1789123615.302,21273,junction,2.194,-11.333,0.874,44,32,0.188,0.313,107.2
3.0070,1789123615.308,21274,junction,2.197,-11.334,0.875,43,32,0.188,0.188,107.8
3.0141,1789123615.315,21275,junction,2.216,-11.33,0.877,44,32,0.188,0.188,109.1
3.0227,1789123615.324,21276,junction,2.22,-11.331,0.874,43,32,0.188,0.188,110.3
3.0313,1789123615.332,21277,junction,2.222,-11.333,0.874,43,32,0.188,0.188,110.5
3.0402,1789123615.341,21278,junction,2.209,-11.331,0.877,43,32,0.313,0.188,111.7
3.0486,1789123615.349,21279,junction,2.2,-11.334,0.874,44,32,0.188,0.313,112.8
3.0568,1789123615.358,21280,junction,2.221,-11.331,0.875,44,32,0.188,0.188,112.8
3.0680,1789123615.369,21281,junction,2.193,-11.337,0.872,45,32,0.188,0.188,113.8
3.0732,1789123615.374,21282,junction,2.207,-11.331,0.875,43,32,0.313,0.188,114.5
3.0816,1789123615.382,21283,junction,2.18,-11.334,0.872,44,32,0.188,0.313,114.3
3.0905,1789123615.391,21284,junction,2.192,-11.331,0.872,44,32,0.188,0.313,115.1
3.0987,1789123615.400,21285,junction,2.203,-11.334,0.87,44,32,0.188,0.188,115.9
3.1073,1789123615.408,21286,junction,2.196,-11.335,0.874,44,32,0.188,0.313,115.7
3.1153,1789123615.416,21287,junction,2.209,-11.34,0.872,44,32,0.188,0.188,116.5
3.1230,1789123615.424,21288,junction,2.199,-11.334,0.875,43,32,0.188,0.188,117.2
3.1318,1789123615.433,21289,junction,2.201,-11.337,0.872,43,32,0.188,0.313,116.6
3.1409,1789123615.442,21290,junction,2.211,-11.337,0.873,44,32,0.188,0.188,117.3
3.1491,1789123615.450,21291,junction,2.209,-11.334,0.871,43,32,0.313,0.188,118.0
3.1580,1789123615.459,21292,junction,2.194,-11.336,0.876,43,32,0.188,0.313,117.5
3.1648,1789123615.466,21293,junction,2.195,-11.337,0.876,43,32,0.313,0.188,118.1
3.1733,1789123615.474,21294,junction,2.221,-11.336,0.872,43,32,0.188,0.188,118.7
3.1829,1789123615.484,21295,junction,2.204,-11.336,0.872,44,32,0.188,0.188,118.0
3.1907,1789123615.491,21296,junction,2.204,-11.334,0.875,43,32,0.188,0.188,118.3
3.1991,1789123615.500,21297,junction,2.2,-11.336,0.872,44,32,0.188,0.188,118.8
3.2084,1789123615.509,21298,junction,2.199,-11.334,0.872,43,32,0.188,0.188,118.2
3.2166,1789123615.517,21299,junction,2.211,-11.339,0.871,43,32,0.188,0.188,118.7
3.2366,1789123615.537,21300,junction,2.214,-11.376,0.888,107,71,0.188,0.188,113.6
3.2445,1789123615.545,21301,junction,2.193,-11.334,0.872,43,32,0.188,0.313,104.1
3.2537,1789123615.554,21302,junction,2.197,-11.331,0.872,43,32,0.188,0.313,105.7
3.2608,1789123615.562,21303,junction,2.212,-11.334,0.871,43,32,0.188,0.188,107.2
3.2696,1789123615.570,21304,junction,2.196,-11.337,0.875,44,32,0.188,0.188,107.9
3.2791,1789123615.580,21305,junction,2.218,-11.334,0.875,43,32,0.188,0.188,109.1
3.2863,1789123615.587,21306,junction,2.218,-11.331,0.873,44,32,0.188,0.188,110.3
3.2948,1789123615.596,21307,junction,2.213,-11.337,0.87,43,32,0.313,0.188,110.5
3.3030,1789123615.604,21308,junction,2.205,-11.337,0.876,44,32,0.188,0.188,111.7
3.3116,1789123615.612,21309,junction,2.21,-11.334,0.872,44,32,0.188,0.188,112.8
3.3198,1789123615.621,21310,junction,2.194,-11.336,0.872,44,32,0.313,0.188,112.8
3.3278,1789123615.629,21311,junction,2.195,-11.334,0.872,44,32,0.188,0.313,113.8
3.3374,1789123615.638,21312,junction,2.203,-11.333,0.872,44,32,0.188,0.188,114.5
3.3444,1789123615.645,21313,junction,2.215,-11.333,0.874,44,32,0.188,0.188,114.3
3.3528,1789123615.654,21314,junction,2.204,-11.336,0.871,43,32,0.188,0.188,115.1
3.3612,1789123615.662,21315,junction,2.192,-11.331,0.876,44,32,0.188,0.313,115.9
3.3691,1789123615.670,21316,junction,2.207,-11.334,0.872,44,32,0.188,0.188,115.7
3.3774,1789123615.678,21317,junction,2.219,-11.33,0.872,43,32,0.188,0.188,116.4
3.3869,1789123615.688,21318,junction,2.196,-11.337,0.875,44,32,0.313,0.188,117.1
3.3943,1789123615.695,21319,junction,2.212,-11.334,0.875,43,32,0.188,0.188,116.6
3.4036,1789123615.704,21320,junction,2.191,-11.334,0.872,44,32,0.188,0.313,117.3
3.4117,1789123615.712,21321,junction,2.226,-11.333,0.875,44,32,0.188,0.188,117.9
3.4198,1789123615.721,21322,junction,2.195,-11.337,0.874,44,32,0.188,0.313,117.5
3.4278,1789123615.729,21323,junction,2.191,-11.337,0.875,43,32,0.188,0.313,118.1
3.4369,1789123615.738,21324,junction,2.205,-11.333,0.873,44,32,0.188,0.188,118.7
3.4451,1789123615.746,21325,junction,2.203,-11.334,0.872,43,32,0.313,0.188,118.0
3.4540,1789123615.755,21326,junction,2.2,-11.337,0.872,43,32,0.188,0.313,118.4
3.4632,1789123615.764,21327,junction,2.191,-11.333,0.872,43,32,0.313,0.188,118.8
3.4699,1789123615.771,21328,junction,2.19,-11.337,0.874,44,32,0.188,0.313,118.2
3.4782,1789123615.779,21329,junction,2.198,-11.334,0.872,43,32,0.188,0.188,118.6
3.4985,1789123615.799,21330,junction,2.215,-11.375,0.887,107,71,0.188,0.188,113.5
3.5110,1789123615.812,21331,junction,2.2,-11.33,0.875,44,32,0.188,0.188,102.9
3.5160,1789123615.817,21332,junction,2.202,-11.336,0.872,44,32,0.188,0.188,104.6
3.5244,1789123615.825,21333,junction,2.198,-11.333,0.872,44,32,0.188,0.313,106.2
3.5331,1789123615.834,21334,junction,2.215,-11.333,0.872,43,32,0.188,0.188,107.0
3.5415,1789123615.842,21335,junction,2.205,-11.334,0.875,43,32,0.313,0.188,108.4
3.5501,1789123615.851,21336,junction,2.219,-11.334,0.872,44,32,0.188,0.188,109.7
3.5585,1789123615.859,21337,junction,2.22,-11.336,0.875,44,32,0.188,0.188,110.0
3.5668,1789123615.868,21338,junction,2.197,-11.334,0.875,44,32,0.188,0.313,111.3
3.5782,1789123615.879,21339,junction,2.22,-11.334,0.875,44,32,0.188,0.188,112.4
3.5831,1789123615.884,21340,junction,2.199,-11.336,0.872,43,32,0.188,0.188,112.4
3.5920,1789123615.893,21341,junction,2.222,-11.334,0.871,43,32,0.188,0.188,113.3
3.6020,1789123615.903,21342,junction,2.217,-11.334,0.875,43,32,0.188,0.188,114.0
3.6092,1789123615.910,21343,junction,2.205,-11.336,0.872,43,32,0.188,0.188,113.9
3.6190,1789123615.920,21344,junction,2.191,-11.331,0.872,44,32,0.188,0.313,114.8
3.6259,1789123615.927,21345,junction,2.205,-11.334,0.872,43,32,0.188,0.188,115.7
3.6340,1789123615.935,21346,junction,2.202,-11.337,0.876,43,32,0.188,0.188,115.4
3.6423,1789123615.943,21347,junction,2.217,-11.334,0.875,43,32,0.188,0.188,116.2
3.6511,1789123615.952,21348,junction,2.191,-11.337,0.874,44,32,0.188,0.313,116.9
3.6610,1789123615.962,21349,junction,2.201,-11.334,0.873,44,32,0.188,0.313,116.4
3.6666,1789123615.967,21350,junction,2.215,-11.334,0.872,44,32,0.188,0.188,117.1
3.6752,1789123615.976,21351,junction,2.22,-11.333,0.872,44,32,0.188,0.188,117.8
3.6832,1789123615.984,21352,junction,2.199,-11.331,0.875,43,32,0.188,0.313,117.3
3.6913,1789123615.992,21353,junction,2.203,-11.337,0.874,44,32,0.188,0.188,118.0
3.7019,1789123616.003,21354,junction,2.199,-11.334,0.872,44,32,0.188,0.188,118.6
3.7088,1789123616.010,21355,junction,2.192,-11.331,0.874,44,32,0.188,0.188,117.9
3.7181,1789123616.019,21356,junction,2.19,-11.336,0.871,44,32,0.188,0.313,118.2
3.7259,1789123616.027,21357,junction,2.218,-11.333,0.872,43,32,0.188,0.188,118.8
3.7335,1789123616.034,21358,junction,2.213,-11.334,0.872,44,32,0.188,0.188,118.3
3.7429,1789123616.044,21359,junction,2.2,-11.336,0.871,44,32,0.188,0.313,118.7
3.7648,1789123616.066,21360,junction,2.216,-11.376,0.889,106,71,0.188,0.188,113.7
3.7714,1789123616.072,21361,junction,2.191,-11.338,0.875,44,32,0.313,0.188,104.2
3.7793,1789123616.080,21362,junction,2.224,-11.334,0.872,43,32,0.188,0.188,105.7
3.7873,1789123616.088,21363,junction,2.216,-11.339,0.871,43,32,0.188,0.188,107.2
3.7955,1789123616.096,21364,junction,2.186,-11.334,0.872,44,32,0.188,0.313,107.9
3.8044,1789123616.105,21365,junction,2.189,-11.341,0.871,44,32,0.188,0.313,109.2
3.8131,1789123616.114,21366,junction,2.222,-11.334,0.875,44,32,0.188,0.188,110.3
3.8216,1789123616.122,21367,junction,2.223,-11.337,0.872,44,32,0.188,0.188,110.6
3.8292,1789123616.130,21368,junction,2.197,-11.334,0.872,43,32,0.188,0.313,111.8
3.8380,1789123616.139,21369,junction,2.205,-11.338,0.876,43,32,0.313,0.188,112.9
3.8462,1789123616.147,21370,junction,2.196,-11.336,0.871,44,32,0.188,0.313,112.9
3.8544,1789123616.155,21371,junction,2.192,-11.331,0.875,43,32,0.188,0.313,113.9
3.8633,1789123616.164,21372,junction,2.199,-11.334,0.875,44,32,0.188,0.313,114.6
3.8714,1789123616.172,21373,junction,2.194,-11.334,0.872,44,32,0.188,0.313,114.4
3.8801,1789123616.181,21374,junction,2.221,-11.334,0.874,44,32,0.188,0.188,115.3
3.8881,1789123616.189,21375,junction,2.191,-11.337,0.872,43,32,0.313,0.188,116.0
3.8964,1789123616.197,21376,junction,2.19,-11.336,0.872,43,32,0.313,0.188,115.8
3.9046,1789123616.205,21377,junction,2.197,-11.334,0.876,44,32,0.313,0.313,116.6
3.9132,1789123616.214,21378,junction,2.221,-11.334,0.872,43,32,0.188,0.188,117.3
3.9215,1789123616.222,21379,junction,2.216,-11.334,0.872,44,32,0.188,0.188,116.7
3.9289,1789123616.230,21380,junction,2.212,-11.333,0.871,43,32,0.188,0.188,117.4
3.9380,1789123616.239,21381,junction,2.191,-11.34,0.871,44,32,0.188,0.313,118.0
3.9461,1789123616.247,21382,junction,2.195,-11.334,0.875,43,32,0.188,0.313,117.5
3.9546,1789123616.255,21383,junction,2.21,-11.333,0.877,43,32,0.313,0.188,118.2
3.9634,1789123616.264,21384,junction,2.206,-11.333,0.872,44,32,0.188,0.188,118.8
3.9717,1789123616.272,21385,junction,2.213,-11.334,0.872,43,32,0.188,0.188,118.1
3.9798,1789123616.281,21386,junction,2.2,-11.336,0.872,44,32,0.188,0.313,118.4
3.9891,1789123616.290,21387,junction,2.215,-11.334,0.872,44,32,0.188,0.188,118.8
3.9980,1789123616.299,21388,junction,2.182,-11.334,0.872,44,32,0.313,0.313,118.3
4.0062,1789123616.307,21389,junction,2.191,-11.331,0.875,45,32,0.188,0.313,118.7
4.0259,1789123616.327,21390,junction,2.217,-11.376,0.889,107,71,0.188,0.188,113.6
4.0349,1789123616.336,21391,junction,2.195,-11.334,0.873,44,32,0.188,0.313,104.1
4.0420,1789123616.343,21392,junction,2.205,-11.337,0.875,43,32,0.188,0.188,105.6
4.0507,1789123616.352,21393,junction,2.202,-11.337,0.872,43,32,0.188,0.188,107.2
4.0590,1789123616.360,21394,junction,2.204,-11.337,0.872,43,32,0.188,0.188,107.9
4.0679,1789123616.369,21395,junction,2.215,-11.331,0.875,44,32,0.188,0.188,109.1
4.0773,1789123616.378,21396,junction,2.195,-11.337,0.875,43,32,0.188,0.188,110.3
4.0838,1789123616.385,21397,junction,2.221,-11.334,0.876,44,32,0.188,0.188,110.5
4.0918,1789123616.393,21398,junction,2.189,-11.334,0.875,43,32,0.188,0.313,111.7
4.1012,1789123616.402,21399,junction,2.203,-11.334,0.872,44,32,0.188,0.188,112.9
4.1087,1789123616.409,21400,junction,2.218,-11.331,0.871,44,32,0.188,0.188,112.9
4.1199,1789123616.421,21401,junction,2.193,-11.331,0.872,43,32,0.313,0.188,113.9
4.1260,1789123616.427,21402,junction,2.193,-11.334,0.869,44,32,0.188,0.313,114.6
4.1339,1789123616.435,21403,junction,2.217,-11.331,0.874,43,32,0.188,0.188,114.4
4.1423,1789123616.443,21404,junction,2.195,-11.337,0.872,43,32,0.188,0.313,115.3
4.1514,1789123616.452,21405,junction,2.221,-11.334,0.872,44,32,0.188,0.188,116.0
4.1618,1789123616.463,21406,junction,2.189,-11.337,0.873,44,32,0.313,0.313,115.8
4.1669,1789123616.468,21407,junction,2.217,-11.333,0.872,43,32,0.188,0.188,116.6
4.1757,1789123616.476,21408,junction,2.224,-11.331,0.871,44,32,0.188,0.188,117.2
4.1846,1789123616.485,21409,junction,2.194,-11.331,0.871,44,32,0.313,0.188,116.7
4.1926,1789123616.493,21410,junction,2.201,-11.337,0.875,43,32,0.188,0.188,117.3
4.2016,1789123616.502,21411,junction,2.203,-11.333,0.871,43,32,0.188,0.188,118.0
4.2090,1789123616.510,21412,junction,2.203,-11.334,0.874,43,32,0.188,0.188,117.5
4.2172,1789123616.518,21413,junction,2.205,-11.334,0.875,44,32,0.188,0.188,118.1
4.2259,1789123616.527,21414,junction,2.193,-11.334,0.876,43,32,0.188,0.313,118.7
4.2350,1789123616.536,21415,junction,2.198,-11.334,0.873,43,32,0.188,0.313,118.0
4.2437,1789123616.544,21416,junction,2.199,-11.337,0.873,43,32,0.188,0.313,118.4
4.2523,1789123616.553,21417,junction,2.191,-11.334,0.875,44,32,0.313,0.313,118.8
4.2592,1789123616.560,21418,junction,2.216,-11.333,0.871,44,32,0.188,0.188,118.2
4.2678,1789123616.569,21419,junction,2.19,-11.33,0.871,43,32,0.188,0.313,118.7
4.2890,1789123616.590,21420,junction,2.209,-11.376,0.888,106,71,0.188,0.188,113.6
4.2969,1789123616.598,21421,junction,2.222,-11.337,0.875,43,32,0.188,0.188,104.1
4.3046,1789123616.605,21422,junction,2.197,-11.333,0.872,44,32,0.188,0.313,105.7
4.3132,1789123616.614,21423,junction,2.224,-11.334,0.872,44,32,0.188,0.188,107.2
4.3241,1789123616.625,21424,junction,2.181,-11.33,0.875,43,32,0.188,0.313,107.9
4.3299,1789123616.631,21425,junction,2.206,-11.337,0.875,43,32,0.188,0.188,109.2
4.3385,1789123616.639,21426,junction,2.225,-11.331,0.875,43,32,0.188,0.188,110.3
4.3476,1789123616.648,21427,junction,2.221,-11.337,0.872,43,32,0.188,0.188,110.6
4.3545,1789123616.655,21428,junction,2.196,-11.337,0.872,44,32,0.188,0.313,111.8
4.3633,1789123616.664,21429,junction,2.188,-11.337,0.876,44,32,0.188,0.313,112.9
4.3716,1789123616.672,21430,junction,2.223,-11.336,0.872,44,32,0.188,0.188,112.9
4.3800,1789123616.681,21431,junction,2.218,-11.333,0.872,43,32,0.188,0.188,114.0
4.3892,1789123616.690,21432,junction,2.228,-11.334,0.873,44,32,0.188,0.188,114.6
4.3967,1789123616.697,21433,junction,2.199,-11.336,0.872,44,32,0.188,0.313,114.4
4.4046,1789123616.705,21434,junction,2.2,-11.337,0.875,44,32,0.188,0.313,115.3
4.4144,1789123616.715,21435,junction,2.19,-11.337,0.875,44,32,0.313,0.313,116.1
4.4221,1789123616.723,21436,junction,2.2,-11.333,0.871,43,32,0.188,0.313,115.9
4.4297,1789123616.730,21437,junction,2.203,-11.334,0.875,44,32,0.188,0.188,116.6
4.4391,1789123616.740,21438,junction,2.223,-11.333,0.872,44,32,0.188,0.188,117.3
4.4472,1789123616.748,21439,junction,2.199,-11.334,0.877,44,32,0.188,0.313,116.7
4.4551,1789123616.756,21440,junction,2.224,-11.334,0.875,44,32,0.188,0.188,117.3
4.4637,1789123616.764,21441,junction,2.2,-11.334,0.872,44,32,0.188,0.313,118.0
4.4722,1789123616.773,21442,junction,2.223,-11.334,0.874,43,32,0.188,0.188,117.6
4.4798,1789123616.781,21443,junction,2.202,-11.336,0.872,44,32,0.188,0.313,118.2
4.4885,1789123616.789,21444,junction,2.211,-11.33,0.871,43,32,0.313,0.188,118.7
4.4965,1789123616.797,21445,junction,2.195,-11.334,0.872,43,32,0.188,0.313,118.1
4.5047,1789123616.805,21446,junction,2.198,-11.334,0.875,43,32,0.188,0.188,118.4
4.5135,1789123616.814,21447,junction,2.199,-11.334,0.877,43,32,0.313,0.188,118.8
4.5218,1789123616.823,21448,junction,2.197,-11.334,0.872,43,32,0.188,0.313,118.2
4.5300,1789123616.831,21449,junction,2.201,-11.334,0.875,43,32,0.188,0.313,118.6
4.5507,1789123616.851,21450,junction,2.218,-11.378,0.89,106,71,0.188,0.188,113.5
4.5603,1789123616.861,21451,junction,2.189,-11.334,0.877,44,32,0.313,0.188,102.9
4.5687,1789123616.869,21452,junction,2.195,-11.336,0.874,43,32,0.313,0.188,104.6
4.5773,1789123616.878,21453,junction,2.223,-11.33,0.872,44,32,0.188,0.188,106.2
4.5856,1789123616.886,21454,junction,2.206,-11.333,0.871,43,32,0.188,0.188,106.9
4.5935,1789123616.894,21455,junction,2.198,-11.33,0.872,44,32,0.188,0.188,108.3
4.6023,1789123616.903,21456,junction,2.192,-11.333,0.871,44,32,0.188,0.313,109.7
4.6109,1789123616.912,21457,junction,2.19,-11.331,0.872,44,32,0.188,0.313,110.0
4.6190,1789123616.920,21458,junction,2.196,-11.337,0.872,45,32,0.188,0.313,111.3
4.6273,1789123616.928,21459,junction,2.196,-11.333,0.872,43,32,0.188,0.313,112.4
4.6359,1789123616.937,21460,junction,2.218,-11.333,0.872,44,32,0.188,0.188,112.5
4.6441,1789123616.945,21461,junction,2.179,-11.334,0.872,43,32,0.313,0.313,113.4
4.6529,1789123616.954,21462,junction,2.204,-11.336,0.871,44,32,0.188,0.188,114.1
4.6613,1789123616.962,21463,junction,2.217,-11.331,0.872,44,32,0.188,0.188,113.9
4.6692,1789123616.970,21464,junction,2.196,-11.333,0.872,44,32,0.188,0.188,114.8
4.6775,1789123616.978,21465,junction,2.197,-11.337,0.875,43,32,0.188,0.188,115.7
4.6863,1789123616.987,21466,junction,2.216,-11.333,0.875,44,32,0.188,0.188,114.6
4.6942,1789123616.995,21467,junction,2.191,-11.337,0.875,43,32,0.188,0.313,115.5
4.7030,1789123617.004,21468,junction,2.214,-11.334,0.872,44,32,0.188,0.188,116.2
4.7110,1789123617.012,21469,junction,2.185,-11.337,0.875,44,32,0.313,0.313,115.8
4.7192,1789123617.020,21470,junction,2.201,-11.334,0.872,44,32,0.188,0.313,116.6
4.7280,1789123617.029,21471,junction,2.195,-11.334,0.872,43,32,0.188,0.313,117.3
4.7361,1789123617.037,21472,junction,2.201,-11.333,0.872,43,32,0.188,0.188,116.9
4.7441,1789123617.045,21473,junction,2.188,-11.334,0.872,43,32,0.313,0.313,117.5
4.7534,1789123617.054,21474,junction,2.218,-11.334,0.871,44,32,0.188,0.188,118.1
4.7614,1789123617.062,21475,junction,2.203,-11.33,0.872,44,32,0.188,0.188,117.5
4.7693,1789123617.070,21476,junction,2.196,-11.331,0.876,43,32,0.188,0.313,117.9
4.7784,1789123617.079,21477,junction,2.217,-11.336,0.871,44,32,0.188,0.188,118.5
4.7865,1789123617.087,21478,junction,2.199,-11.331,0.877,44,32,0.188,0.313,117.9
4.7947,1789123617.095,21479,junction,2.222,-11.336,0.871,44,32,0.188,0.188,118.3
4.8152,1789123617.116,21480,junction,2.212,-11.375,0.888,106,71,0.188,0.188,113.4
4.8236,1789123617.124,21481,junction,2.206,-11.337,0.875,44,32,0.188,0.188,104.0
4.8318,1789123617.133,21482,junction,2.206,-11.333,0.874,44,32,0.188,0.188,105.4
4.8407,1789123617.141,21483,junction,2.225,-11.336,0.871,44,32,0.188,0.188,107.0
4.8489,1789123617.150,21484,junction,2.2,-11.333,0.872,44,32,0.188,0.188,107.6
4.8571,1789123617.158,21485,junction,2.206,-11.334,0.871,43,32,0.188,0.188,108.9
4.8677,1789123617.168,21486,junction,2.194,-11.334,0.875,44,32,0.313,0.188,110.1
4.8751,1789123617.176,21487,junction,2.194,-11.334,0.876,44,32,0.188,0.313,110.3
4.8823,1789123617.183,21488,junction,2.188,-11.336,0.876,43,32,0.188,0.313,111.5
4.8917,1789123617.192,21489,junction,2.198,-11.334,0.873,44,32,0.188,0.313,112.6
4.8994,1789123617.200,21490,junction,2.222,-11.33,0.876,44,32,0.188,0.188,112.6
4.9105,1789123617.211,21491,junction,2.215,-11.334,0.872,43,32,0.188,0.188,113.6
4.9199,1789123617.221,21492,junction,2.199,-11.333,0.872,44,32,0.188,0.313,114.3
4.9245,1789123617.225,21493,junction,2.198,-11.334,0.872,44,32,0.188,0.313,114.2
4.9325,1789123617.233,21494,junction,2.211,-11.337,0.876,44,32,0.313,0.188,115.0
4.9416,1789123617.242,21495,junction,2.207,-11.334,0.872,44,32,0.313,0.188,115.8
4.9498,1789123617.251,21496,junction,2.214,-11.334,0.873,43,32,0.313,0.188,115.6
4.9579,1789123617.259,21497,junction,2.202,-11.338,0.872,44,32,0.188,0.313,116.4
4.9665,1789123617.267,21498,junction,2.198,-11.334,0.875,44,32,0.188,0.313,117.0
4.9751,1789123617.276,21499,junction,2.196,-11.334,0.872,44,32,0.188,0.313,116.5
4.9830,1789123617.284,21500,junction,2.202,-11.337,0.872,44,32,0.188,0.188,117.2
4.9924,1789123617.293,21501,junction,2.216,-11.337,0.878,44,32,0.188,0.188,117.8
5.0000,1789123617.301,21502,junction,2.19,-11.337,0.872,43,32,0.313,0.313,117.4
5.0081,1789123617.309,21503,junction,2.203,-11.337,0.875,43,32,0.188,0.313,118.0
5.0190,1789123617.320,21504,junction,2.184,-11.337,0.875,43,32,0.313,0.313,118.6
5.0263,1789123617.327,21505,junction,2.185,-11.334,0.872,44,32,0.188,0.313,117.9
5.0336,1789123617.334,21506,junction,2.188,-11.337,0.872,44,32,0.188,0.313,118.3
5.0424,1789123617.343,21507,junction,2.21,-11.334,0.875,43,32,0.313,0.188,118.7
5.0501,1789123617.351,21508,junction,2.222,-11.336,0.872,44,32,0.188,0.188,118.1
5.0585,1789123617.359,21509,junction,2.194,-11.334,0.875,43,32,0.313,0.313,118.6
5.0792,1789123617.380,21510,junction,2.217,-11.375,0.887,106,71,0.188,0.188,113.5
5.0879,1789123617.389,21511,junction,2.196,-11.333,0.875,43,32,0.188,0.313,104.1
5.0956,1789123617.396,21512,junction,2.202,-11.337,0.872,43,32,0.188,0.188,105.6
5.1048,1789123617.406,21513,junction,2.213,-11.331,0.872,44,32,0.188,0.188,107.1
5.1127,1789123617.413,21514,junction,2.213,-11.333,0.875,44,32,0.313,0.188,107.8
5.1207,1789123617.421,21515,junction,2.218,-11.334,0.875,44,32,0.188,0.188,109.1
5.1294,1789123617.430,21516,junction,2.207,-11.333,0.875,43,32,0.188,0.188,110.2
5.1373,1789123617.438,21517,junction,2.221,-11.334,0.872,44,32,0.188,0.188,110.4
5.1455,1789123617.446,21518,junction,2.191,-11.333,0.873,43,32,0.313,0.188,111.7
5.1547,1789123617.455,21519,junction,2.197,-11.336,0.872,43,32,0.188,0.313,112.8
5.1622,1789123617.463,21520,junction,2.203,-11.336,0.875,44,32,0.188,0.188,112.8
