t_s,wall_time,frame,tier,theta_deg,x_mm,y_mm,n_c,n_r,mad_h,mad_v,fps
11.2056,1789129828.658,285197,junction,0.181,6.057,-0.093,23,32,0.438,0.188,76.3
11.2205,1789129828.673,285198,junction,-0.361,5.606,-0.102,23,32,0.063,0.188,76.8
11.2316,1789129828.684,285199,junction,-0.306,5.311,-0.034,25,32,0.063,0.188,76.5
11.2444,1789129828.697,285200,junction,-0.303,5.206,-0.02,23,32,0.188,0.188,76.8
11.2579,1789129828.711,285201,junction,0.172,5.18,-0.018,25,32,0.438,0.188,77.1
11.2705,1789129828.723,285202,junction,0.107,5.021,0.166,24,32,0.438,0.188,76.7
11.2829,1789129828.736,285203,junction,0.05,4.705,0.272,24,32,0.438,0.188,77.0
11.2970,1789129828.750,285204,junction,-0.499,4.236,0.254,25,32,0.063,0.188,77.2
11.3094,1789129828.762,285205,junction,-0.106,3.736,0.221,24,32,0.563,0.188,76.7
11.3224,1789129828.775,285206,junction,-0.78,3.675,0.101,24,32,0.188,0.063,77.0
11.3455,1789129828.798,285207,junction,-0.779,3.702,0.063,23,32,0.188,0.063,77.2
11.3483,1789129828.801,285208,junction,-0.065,3.698,0.058,23,32,0.563,0.188,76.7
11.3610,1789129828.814,285209,junction,-0.677,3.749,0.081,24,32,0.188,0.188,76.9
11.3892,1789129828.842,285210,junction,0.183,3.966,0.283,59,66,0.438,0.063,73.5
11.4095,1789129828.862,285211,junction,-0.235,3.983,0.474,26,31,0.188,0.188,69.7
11.4125,1789129828.865,285212,junction,0.22,4.008,0.639,26,32,0.313,0.188,70.9
11.4256,1789129828.878,285213,junction,0.235,4.025,0.723,27,32,0.313,0.188,71.9
11.4378,1789129828.891,285214,junction,0.239,4.018,0.756,27,32,0.313,0.188,72.5
11.4509,1789129828.904,285215,junction,-0.03,4.002,0.788,27,32,0.188,0.188,73.4
11.4699,1789129828.923,285216,junction,-0.032,4.016,0.769,26,32,0.188,0.188,74.2
11.4748,1789129828.928,285217,junction,0.187,4.116,0.633,25,32,0.313,0.188,74.4
11.4874,1789129828.940,285218,junction,0.174,4.341,0.243,25,31,0.313,0.188,75.0
11.5007,1789129828.954,285219,junction,0.265,4.609,0.305,23,32,0.438,0.188,75.7
11.5134,1789129828.966,285220,junction,-0.25,4.951,-0.056,24,32,0.188,0.188,75.7
11.5341,1789129828.987,285221,junction,0.298,5.098,-0.18,24,32,0.563,0.188,76.2
11.5381,1789129828.991,285222,junction,-0.326,5.315,-0.296,24,31,0.188,0.188,76.7
11.5509,1789129829.004,285223,junction,-0.263,5.669,-0.517,22,32,0.063,0.188,76.6
11.5633,1789129829.016,285224,junction,-0.219,5.952,-0.792,22,32,0.063,0.188,77.0
11.5765,1789129829.029,285225,junction,-0.178,6.125,-0.857,22,31,0.188,0.188,77.4
11.5978,1789129829.051,285226,junction,-0.149,6.67,-0.925,26,31,0.063,0.188,77.2
11.6009,1789129829.054,285227,junction,-0.064,7.167,-1.135,23,32,0.063,0.313,77.5
11.6147,1789129829.068,285228,junction,0.013,7.656,-0.915,26,32,0.188,0.188,77.8
11.6345,1789129829.087,285229,junction,0.143,8.174,-1.09,24,32,0.063,0.188,77.4
11.6393,1789129829.092,285230,junction,0.13,8.711,-1.23,26,32,0.188,0.188,77.7
11.6570,1789129829.110,285231,junction,0.035,9.294,-1.197,25,32,0.188,0.313,77.9
11.6657,1789129829.119,285232,junction,0.113,9.988,-1.165,25,32,0.188,0.313,77.4
11.6783,1789129829.131,285233,junction,0.171,10.697,-1.244,26,32,0.188,0.438,77.6
11.6921,1789129829.145,285234,junction,0.247,11.393,-1.26,30,32,0.063,0.313,77.8
11.7052,1789129829.158,285235,junction,0.269,12.068,-1.439,29,32,0.063,0.188,77.3
11.7182,1789129829.171,285236,junction,0.235,13.059,-1.334,34,32,0.188,0.438,77.4
11.7317,1789129829.184,285237,junction,0.278,13.884,-1.617,33,32,0.063,0.438,77.4
11.7450,1789129829.198,285238,junction,0.323,14.75,-1.645,33,32,0.188,0.313,76.7
11.7580,1789129829.211,285239,junction,0.282,15.682,-1.851,34,32,0.188,0.688,76.8
11.7858,1789129829.239,285240,junction,0.273,17.137,-1.639,86,66,0.063,0.813,73.3
11.7983,1789129829.251,285241,junction,0.274,18.279,-1.796,34,30,0.063,0.563,69.1
11.8105,1789129829.263,285242,junction,0.174,19.533,-1.68,35,30,0.063,1.438,70.3
11.8234,1789129829.276,285243,junction,0.264,20.3,-1.728,35,30,0.188,0.813,71.3
11.8364,1789129829.289,285244,junction,0.259,21.477,-1.686,35,32,0.063,1.313,71.9
11.8473,1789129829.300,285245,junction,0.343,22.761,-1.571,34,32,0.188,1.813,72.8
11.8607,1789129829.314,285246,junction,0.447,23.458,-1.31,34,32,0.188,1.313,73.6
11.8731,1789129829.326,285247,junction,0.417,24.719,-1.03,32,31,0.188,1.063,73.9
11.8850,1789129829.338,285248,junction,0.546,26.055,-0.789,32,31,0.188,1.813,74.5
11.8964,1789129829.349,285249,y,0.728,,-0.829,34,31,0.188,,75.2
11.9104,1789129829.363,285250,junction,0.56,28.405,-0.09,33,27,0.188,2.438,76.1
11.9216,1789129829.374,285251,y,1.002,,-0.256,35,31,0.188,,75.8
11.9351,1789129829.388,285252,y,0.904,,0.044,44,32,0.063,,76.9
11.9474,1789129829.400,285253,y,1.057,,0.364,44,33,0.188,,76.6
11.9596,1789129829.412,285254,y,1.081,,0.688,48,31,0.188,,77.1
11.9730,1789129829.426,285255,y,1.24,,1.0,55,32,0.188,,77.5
11.9865,1789129829.439,285256,y,1.137,,1.393,57,34,0.188,,77.2
12.0033,1789129829.456,285257,y,1.202,,1.857,57,30,0.188,,75.0
12.0227,1789129829.476,285258,y,1.292,,2.201,59,31,0.313,,74.3
12.0334,1789129829.486,285259,y,1.433,,2.596,60,30,0.313,,73.1
12.0485,1789129829.501,285260,y,1.442,,2.94,58,30,0.313,,72.5
12.0644,1789129829.517,285261,y,1.478,,3.112,57,30,0.313,,72.0
12.0824,1789129829.535,285262,y,1.415,,3.406,56,31,0.438,,71.0
12.0920,1789129829.545,285263,y,1.357,,3.662,54,31,0.313,,70.9
12.1075,1789129829.560,285264,y,1.377,,3.957,52,32,0.563,,71.2
12.1239,1789129829.577,285265,junction,1.422,-29.575,3.588,48,33,0.438,2.938,70.4
12.1442,1789129829.597,285266,junction,1.138,-28.57,3.792,47,31,0.438,1.938,69.8
12.1538,1789129829.607,285267,junction,1.299,-27.049,3.563,44,31,0.313,1.188,69.4
12.1691,1789129829.622,285268,junction,1.119,-25.671,3.593,42,31,0.438,1.188,68.9
12.1835,1789129829.636,285269,junction,1.396,-24.116,3.519,41,31,0.563,1.438,68.6
12.2133,1789129829.666,285270,junction,1.539,-22.401,3.257,71,79,0.188,1.313,65.5
12.2278,1789129829.681,285271,junction,1.334,-19.656,2.806,26,31,0.188,0.438,62.3
12.2429,1789129829.696,285272,junction,1.27,-17.954,3.124,26,32,0.188,0.438,63.0
12.2574,1789129829.710,285273,junction,1.234,-15.718,3.589,23,32,0.313,0.313,63.5
12.2707,1789129829.724,285274,junction,2.129,-14.069,3.374,23,32,0.313,0.188,63.8
12.2856,1789129829.738,285275,junction,2.131,-12.112,3.539,23,32,0.438,0.188,64.3
12.3018,1789129829.755,285276,junction,3.108,-10.165,3.423,23,32,0.688,0.438,65.1
12.3153,1789129829.768,285277,none,,,,20,33,17.188,0.563,64.7
12.3339,1789129829.787,285278,none,,,,51,82,14.938,0.438,65.5
12.3544,1789129829.807,285279,x,1.218,-3.793,,28,80,8.938,0.313,64.0
12.3740,1789129829.827,285280,x,1.186,-1.292,,29,81,8.313,0.188,62.1
12.3937,1789129829.847,285281,junction,1.683,0.794,3.848,45,82,2.063,0.063,60.8
12.4144,1789129829.867,285282,junction,0.821,3.144,3.762,41,33,0.313,0.188,59.6
12.4285,1789129829.881,285283,junction,0.794,5.702,3.922,41,33,0.313,0.313,58.2
12.4431,1789129829.896,285284,junction,0.815,8.002,3.956,37,32,0.313,0.188,59.1
12.4584,1789129829.911,285285,junction,0.947,10.089,4.064,37,32,0.188,0.313,60.2
12.4730,1789129829.926,285286,junction,1.102,12.443,4.183,35,31,0.438,0.313,60.5
12.4879,1789129829.941,285287,junction,0.905,14.442,3.929,34,31,0.188,0.313,61.1
12.5037,1789129829.957,285288,junction,0.562,16.468,3.763,33,31,0.188,0.063,62.0
12.5177,1789129829.971,285289,junction,0.582,18.833,3.629,34,31,0.188,0.563,62.1
12.5333,1789129829.986,285290,junction,0.934,20.393,3.822,32,31,0.188,0.688,62.6
12.5480,1789129830.001,285291,junction,1.029,22.91,3.83,33,31,0.188,0.938,63.2
12.5618,1789129830.015,285292,y,1.84,,3.05,34,31,0.188,,63.2
12.5779,1789129830.031,285293,junction,1.748,26.615,3.929,37,30,0.188,2.188,64.3
12.5932,1789129830.046,285294,junction,1.671,27.682,4.075,41,27,0.188,2.313,64.0
12.6070,1789129830.060,285295,y,2.583,,2.908,43,25,0.188,,63.9
12.6221,1789129830.075,285296,y,2.526,,2.9,44,30,0.188,,65.0
12.6379,1789129830.091,285297,y,2.586,,2.85,44,28,0.188,,65.1
12.6536,1789129830.106,285298,y,2.605,,2.778,46,31,0.188,,64.9
12.6670,1789129830.120,285299,y,3.247,,2.587,50,33,0.438,,65.5
12.6968,1789129830.150,285300,none,,,,137,79,21.438,,63.1
12.7108,1789129830.164,285301,y,2.289,,3.009,131,73,0.188,,61.5
12.7243,1789129830.177,285302,y,2.113,,2.95,52,29,0.188,,60.9
12.7389,1789129830.192,285303,y,1.922,,2.914,51,30,0.313,,61.9
12.7622,1789129830.215,285304,y,1.858,,2.865,51,31,0.313,3.563,62.7
12.7676,1789129830.220,285305,y,1.906,,2.775,50,33,0.188,4.063,63.1
12.7821,1789129830.235,285306,y,1.827,,2.686,50,31,3.563,,63.8
12.7961,1789129830.249,285307,y,2.052,,2.538,49,31,0.313,,64.3
12.8115,1789129830.264,285308,y,1.997,,2.371,48,30,0.313,3.063,65.0
12.8264,1789129830.279,285309,junction,2.563,-23.845,1.658,46,29,0.313,2.813,65.1
12.8415,1789129830.294,285310,junction,1.852,-22.132,1.585,46,32,0.188,1.313,64.8
12.8562,1789129830.309,285311,junction,1.602,-19.91,2.066,45,33,0.313,0.813,65.4
12.8710,1789129830.324,285312,junction,1.874,-17.516,2.033,39,32,0.188,1.188,65.6
12.8868,1789129830.340,285313,junction,1.775,-15.261,2.112,42,32,0.438,0.563,65.4
12.9006,1789129830.353,285314,junction,1.753,-13.095,2.22,41,32,0.313,0.438,66.0
12.9159,1789129830.369,285315,junction,1.781,-10.348,2.333,26,32,0.438,0.438,66.1
12.9309,1789129830.384,285316,junction,1.4,-7.546,2.309,29,32,0.438,1.313,65.9
12.9502,1789129830.403,285317,junction,2.125,-5.03,2.307,29,32,0.438,0.188,66.2
12.9657,1789129830.419,285318,junction,1.969,-2.359,1.869,27,32,0.438,0.688,64.2
12.9804,1789129830.433,285319,junction,1.742,0.648,2.215,24,32,0.313,0.563,64.1
12.9941,1789129830.447,285320,junction,1.728,2.54,2.743,26,32,0.313,0.313,64.8
13.0109,1789129830.464,285321,junction,1.568,4.496,2.872,26,32,0.313,0.438,65.1
13.0264,1789129830.479,285322,none,,,,32,32,27.563,,64.1
13.0447,1789129830.498,285323,none,,,,89,83,24.313,,64.9
13.0653,1789129830.518,285324,none,,,,97,83,22.063,,63.7
13.0851,1789129830.538,285325,y,2.55,,3.665,102,79,0.438,,61.7
13.0995,1789129830.552,285326,y,2.685,,3.721,43,30,0.438,,60.3
13.1230,1789129830.576,285327,y,2.85,,3.829,46,30,0.438,,61.1
13.1316,1789129830.584,285328,y,2.923,,3.938,47,30,0.438,,61.1
13.1467,1789129830.600,285329,y,2.927,,3.929,48,28,0.438,,61.5
13.1680,1789129830.621,285330,y,2.968,,3.853,51,26,0.438,,59.4
13.1836,1789129830.636,285331,y,2.907,,3.787,54,25,0.438,,60.3
13.1969,1789129830.650,285332,y,2.907,,3.709,55,24,0.438,,61.1
13.2117,1789129830.665,285333,y,2.869,,3.686,58,22,0.313,,61.8
13.2259,1789129830.679,285334,y,2.942,,3.605,57,20,0.313,,62.2
13.2410,1789129830.694,285335,y,2.868,,3.659,59,21,0.438,,63.1
13.2641,1789129830.717,285336,y,2.834,,3.732,146,47,0.438,,63.6
13.2782,1789129830.731,285337,y,2.799,,3.89,59,19,0.313,,60.3
13.2941,1789129830.747,285338,y,2.787,,3.989,59,25,0.313,,61.9
13.3039,1789129830.757,285339,y,2.693,,4.048,58,28,0.438,,63.6
13.3178,1789129830.771,285340,y,2.615,,4.136,57,30,0.313,,63.5
13.3308,1789129830.784,285341,y,2.63,,4.194,56,32,0.313,,64.6
13.3456,1789129830.798,285342,y,2.702,,4.283,54,33,0.313,,65.3
13.3595,1789129830.812,285343,y,2.596,,4.356,54,34,0.313,,65.5
13.3734,1789129830.826,285344,y,2.595,,4.415,50,34,0.313,,66.5
13.3859,1789129830.839,285345,y,2.678,,4.46,49,35,0.313,,67.9
13.3973,1789129830.850,285346,y,2.652,,4.491,48,34,0.313,,68.8
13.4171,1789129830.870,285347,y,2.58,,4.494,48,33,0.313,,70.1
13.4304,1789129830.883,285348,y,2.671,,4.509,114,81,0.313,,70.8
13.4425,1789129830.895,285349,y,2.777,,4.36,42,33,0.313,,67.9
13.4559,1789129830.909,285350,junction,2.683,,3.095,40,32,0.188,2.688,69.1
13.4682,1789129830.921,285351,y,2.819,,4.148,41,32,0.188,,69.8
13.4814,1789129830.934,285352,junction,2.477,-23.803,3.099,40,33,0.313,1.938,70.6
13.4958,1789129830.949,285353,junction,1.851,-22.598,2.951,39,32,0.313,0.938,71.1
13.5115,1789129830.964,285354,junction,1.778,-21.047,3.415,39,31,0.313,0.813,70.1
13.5266,1789129830.979,285355,junction,1.904,-19.482,3.254,36,32,0.188,0.688,69.3
13.5432,1789129830.996,285356,junction,1.9,-17.523,3.44,36,32,0.313,0.563,69.5
13.5569,1789129831.010,285357,junction,2.371,-14.778,3.536,37,32,0.188,0.438,69.2
13.5743,1789129831.027,285358,junction,2.441,-12.524,3.41,37,32,0.313,0.438,68.0
13.5887,1789129831.042,285359,junction,2.181,-11.599,3.607,39,32,0.313,0.313,67.7
13.6174,1789129831.070,285360,junction,2.542,-8.521,4.086,95,80,0.313,0.313,64.7
13.6353,1789129831.088,285361,junction,1.977,-6.585,3.936,39,31,0.313,0.438,62.1
13.6494,1789129831.102,285362,junction,1.709,-5.061,3.927,41,31,0.438,0.438,61.0
13.6714,1789129831.124,285363,junction,1.346,-3.459,4.293,41,32,0.438,0.438,61.9
13.6773,1789129831.130,285364,junction,1.7,-2.097,4.384,43,32,0.438,0.188,63.2
13.6925,1789129831.145,285365,junction,1.542,-0.693,4.554,43,32,0.313,0.313,63.7
13.7081,1789129831.161,285366,junction,1.072,1.072,4.473,45,32,0.438,0.188,64.0
13.7213,1789129831.174,285367,junction,1.55,2.277,4.768,45,32,0.813,0.188,64.2
13.7353,1789129831.188,285368,junction,1.8,4.29,4.931,45,31,0.938,0.188,64.7
13.7521,1789129831.205,285369,junction,2.022,6.746,5.413,43,31,0.813,0.188,65.2
13.7668,1789129831.220,285370,junction,1.797,8.751,5.775,44,32,1.063,0.313,65.0
13.7813,1789129831.234,285371,junction,1.882,10.878,7.836,49,32,1.063,0.313,65.3
13.7966,1789129831.249,285372,y,2.372,,5.745,49,31,1.188,,65.5
13.8111,1789129831.264,285373,junction,2.053,14.267,7.545,50,33,1.313,0.563,66.1
13.8249,1789129831.278,285374,junction,1.41,14.711,7.754,50,31,1.188,0.563,65.9
13.8390,1789129831.292,285375,y,1.848,,6.495,50,29,1.313,,66.2
13.8560,1789129831.309,285376,y,1.766,,6.617,50,31,1.313,,66.9
13.8698,1789129831.323,285377,y,1.622,,6.716,51,32,1.313,,66.6
13.8852,1789129831.338,285378,y,1.482,,6.823,54,32,1.563,,66.5
13.9047,1789129831.358,285379,y,1.487,,6.878,53,28,1.563,,66.1
13.9149,1789129831.368,285380,y,2.1,,7.381,52,28,2.188,,66.5
13.9303,1789129831.383,285381,y,5.045,,8.695,54,27,0.813,,66.5
13.9455,1789129831.398,285382,y,4.563,,8.353,53,27,0.813,,66.1
13.9592,1789129831.412,285383,y,4.509,,8.191,53,26,1.063,,66.6
13.9862,1789129831.439,285384,none,,,,135,63,15.313,,66.6
14.0059,1789129831.459,285385,y,3.693,,7.474,139,58,0.938,,62.0
14.0211,1789129831.474,285386,y,2.927,,6.882,56,22,0.688,,60.4
14.0377,1789129831.491,285387,y,2.246,,6.371,54,21,0.688,,61.1
14.0532,1789129831.506,285388,y,2.104,,6.061,56,23,0.813,,60.6
14.0678,1789129831.521,285389,y,2.466,,6.025,55,25,3.188,,61.2
14.0877,1789129831.541,285390,none,,,,54,31,6.438,,59.8
14.1058,1789129831.559,285391,none,,,,135,80,5.688,,60.7
14.1225,1789129831.575,285392,y,2.152,,5.466,132,83,3.188,,60.7
14.1402,1789129831.593,285393,y,1.904,,5.306,47,33,0.438,,60.4
14.1499,1789129831.603,285394,y,1.796,,5.269,46,33,0.313,,61.1
14.1641,1789129831.617,285395,y,1.88,,5.287,45,33,0.313,,62.4
14.1783,1789129831.631,285396,y,1.777,,5.246,44,34,0.313,,63.1
14.2014,1789129831.654,285397,y,1.836,,5.238,43,32,0.188,3.188,63.5
14.2064,1789129831.659,285398,y,1.975,,5.269,45,32,0.188,,64.3
14.2221,1789129831.675,285399,junction,1.78,,4.278,44,33,0.313,2.813,65.0
14.2367,1789129831.690,285400,junction,1.232,,4.392,45,32,0.313,1.438,64.8
14.2518,1789129831.705,285401,junction,1.469,,4.422,44,32,0.313,1.813,65.4
14.2660,1789129831.719,285402,junction,1.575,,4.602,45,32,0.313,1.688,65.6
14.2814,1789129831.734,285403,junction,1.62,,4.667,45,32,0.313,1.438,65.4
14.2953,1789129831.748,285404,junction,1.814,,4.166,44,32,0.313,1.563,65.7
14.3112,1789129831.764,285405,junction,1.807,,4.168,43,32,0.313,1.313,65.9
14.3257,1789129831.779,285406,junction,1.999,,4.078,43,32,0.188,1.563,66.2
14.3406,1789129831.793,285407,junction,1.675,,4.062,43,32,0.188,0.938,66.2
14.3572,1789129831.810,285408,junction,2.166,,4.075,43,32,0.188,0.938,66.2
14.3708,1789129831.824,285409,junction,2.249,,4.132,40,32,0.188,0.938,65.9
14.3860,1789129831.839,285410,junction,2.249,,4.272,41,32,0.188,0.938,66.0
14.4015,1789129831.854,285411,junction,2.059,,4.317,41,32,0.188,0.438,66.2
14.4165,1789129831.869,285412,junction,2.164,,4.388,41,32,0.188,0.313,65.9
14.4316,1789129831.884,285413,junction,2.112,-15.219,4.504,42,32,0.188,0.188,66.4
14.4476,1789129831.900,285414,junction,1.998,-14.102,4.761,39,32,0.313,0.188,66.3
14.4631,1789129831.916,285415,junction,1.97,-12.573,4.867,42,32,0.313,0.313,65.7
14.4776,1789129831.930,285416,junction,1.878,-10.921,5.043,41,32,0.438,0.438,65.7
14.4942,1789129831.947,285417,junction,2.308,-9.174,5.206,43,32,0.438,0.563,65.8
14.5135,1789129831.966,285418,junction,2.405,-8.075,5.32,43,31,0.438,0.563,65.4
14.5289,1789129831.982,285419,junction,2.348,-6.572,5.48,44,31,0.563,0.563,63.4
14.5655,1789129832.018,285420,junction,2.65,-5.443,5.58,115,70,0.563,0.313,61.5
14.5728,1789129832.026,285421,junction,2.534,-4.176,5.742,46,32,0.563,0.313,58.9
14.5871,1789129832.040,285422,junction,2.497,-3.682,5.809,46,32,0.563,0.438,59.7
14.6056,1789129832.059,285423,junction,2.505,-3.037,5.841,47,32,0.563,0.313,60.6
14.6163,1789129832.069,285424,junction,2.629,-2.549,5.738,46,32,0.563,0.313,61.2
14.6303,1789129832.083,285425,junction,2.764,-1.778,5.677,46,32,0.563,0.188,61.8
14.6466,1789129832.099,285426,junction,2.831,-1.273,5.546,47,32,0.563,0.438,62.9
14.6605,1789129832.113,285427,junction,3.088,-0.69,5.443,46,32,0.563,0.188,62.8
14.6751,1789129832.128,285428,junction,3.134,-0.415,5.403,45,32,0.563,0.313,63.3
14.6909,1789129832.144,285429,junction,2.878,-0.123,5.517,48,32,0.563,0.438,64.1
14.7051,1789129832.158,285430,junction,2.826,-0.037,5.7,48,31,0.688,0.313,64.0
14.7205,1789129832.173,285431,junction,2.706,-0.133,5.767,48,32,0.688,0.313,64.4
14.7406,1789129832.193,285432,junction,2.523,-0.318,5.874,47,32,0.563,0.438,64.8
14.7505,1789129832.203,285433,junction,2.379,-0.446,5.945,45,32,0.688,0.438,64.7
14.7655,1789129832.218,285434,junction,2.563,-0.747,6.0,47,32,0.688,0.063,64.9
14.7820,1789129832.235,285435,junction,2.366,-0.912,6.025,47,32,0.563,0.063,65.1
14.8032,1789129832.256,285436,junction,2.211,-0.989,6.022,46,32,0.563,0.188,65.1
14.8106,1789129832.263,285437,junction,2.183,-1.039,5.974,46,32,0.688,0.188,65.3
14.8261,1789129832.279,285438,junction,2.173,-1.048,5.936,46,32,0.563,0.188,65.5
14.8410,1789129832.294,285439,junction,2.197,-1.065,5.891,46,32,0.563,0.188,65.2
14.8628,1789129832.316,285440,junction,2.257,-1.007,5.866,46,32,0.563,0.063,65.7
14.8726,1789129832.325,285441,junction,2.25,-1.031,5.867,46,32,0.563,0.188,65.7
14.8874,1789129832.340,285442,junction,2.275,-0.996,5.888,46,32,0.563,0.063,65.3
14.9025,1789129832.355,285443,junction,2.239,-0.997,5.898,46,32,0.563,0.063,65.5
14.9250,1789129832.378,285444,junction,2.259,-0.993,5.905,46,32,0.563,0.063,65.5
14.9328,1789129832.386,285445,junction,2.213,-0.979,5.908,46,32,0.563,0.063,65.6
14.9477,1789129832.401,285446,junction,2.231,-0.997,5.912,46,32,0.563,0.063,65.5
14.9644,1789129832.417,285447,junction,2.23,-0.994,5.919,46,32,0.563,0.063,65.6
14.9838,1789129832.437,285448,junction,2.153,-1.043,5.937,46,32,0.563,0.188,65.3
14.9945,1789129832.447,285449,junction,2.117,-1.067,5.965,46,32,0.563,0.188,65.3
15.0236,1789129832.476,285450,junction,2.245,-1.114,5.999,113,68,0.563,0.188,62.8
15.0442,1789129832.497,285451,junction,2.2,-1.11,5.988,46,32,0.438,0.188,60.0
15.0523,1789129832.505,285452,junction,2.109,-1.071,5.985,46,32,0.563,0.063,61.1
15.0693,1789129832.522,285453,junction,2.101,-1.082,5.97,46,32,0.563,0.188,61.3
15.0829,1789129832.536,285454,junction,2.125,-1.07,5.949,46,32,0.563,0.188,61.6
15.1018,1789129832.555,285455,junction,2.108,-1.062,5.929,46,32,0.438,0.188,62.3
15.1134,1789129832.566,285456,junction,2.172,-1.054,5.922,46,32,0.563,0.188,63.0
15.1274,1789129832.580,285457,junction,2.19,-1.056,5.917,46,32,0.563,0.188,63.1
15.1427,1789129832.596,285458,junction,2.158,-1.042,5.923,46,32,0.563,0.188,63.6
15.1644,1789129832.617,285459,junction,2.188,-1.059,5.925,46,32,0.563,0.188,64.3
15.1726,1789129832.625,285460,junction,2.149,-1.051,5.933,46,32,0.563,0.188,64.2
15.1866,1789129832.639,285461,junction,2.153,-1.028,5.946,46,32,0.563,0.063,64.5
15.2023,1789129832.655,285462,junction,2.111,-1.079,5.966,46,32,0.563,0.188,64.8
15.2179,1789129832.671,285463,junction,2.041,-1.088,5.979,46,32,0.438,0.188,65.1
15.2310,1789129832.684,285464,junction,2.065,-1.126,5.993,46,32,0.563,0.188,65.2
15.2482,1789129832.701,285465,junction,2.018,-1.235,6.017,47,32,0.438,0.063,65.4
15.2626,1789129832.715,285466,junction,1.949,-1.466,6.03,45,32,0.438,0.188,65.3
15.2775,1789129832.730,285467,junction,2.188,-1.952,5.959,47,32,0.563,0.188,65.5
15.2931,1789129832.746,285468,junction,2.014,-2.326,5.971,46,32,0.563,0.063,65.6
15.3080,1789129832.761,285469,junction,1.713,-3.0,5.905,46,32,0.563,0.188,65.4
15.3233,1789129832.776,285470,junction,1.794,-4.038,5.745,46,32,0.563,0.188,65.6
15.3388,1789129832.792,285471,junction,1.866,-4.815,5.622,44,32,0.438,0.188,65.8
15.3530,1789129832.806,285472,junction,1.597,-5.684,5.496,43,31,0.563,0.188,65.4
15.3687,1789129832.822,285473,junction,1.594,-6.942,5.333,43,32,0.563,0.188,65.9
15.3842,1789129832.837,285474,junction,1.536,-8.079,5.184,42,32,0.563,0.188,65.8
15.3989,1789129832.852,285475,junction,1.458,-9.409,5.037,42,33,0.438,0.063,65.4
15.4137,1789129832.867,285476,junction,1.429,-11.552,4.891,40,32,0.313,0.063,65.9
15.4302,1789129832.883,285477,junction,1.393,-12.927,4.759,39,32,0.313,0.063,65.9
15.4445,1789129832.897,285478,junction,1.333,-14.519,4.604,39,32,0.188,0.188,65.4
15.4595,1789129832.912,285479,junction,1.191,-16.723,4.532,41,32,0.188,0.313,65.5
15.4890,1789129832.942,285480,junction,1.329,-19.285,4.342,101,81,0.188,1.188,63.1
15.5031,1789129832.956,285481,junction,1.111,-21.257,3.995,43,31,0.188,0.813,60.5
15.5175,1789129832.970,285482,junction,1.024,-22.555,3.779,41,31,0.188,0.813,61.3
15.5330,1789129832.986,285483,junction,1.167,-24.569,3.663,42,32,0.313,1.688,62.1
15.5466,1789129832.999,285484,junction,1.145,-26.009,3.584,43,32,0.438,1.938,62.5
15.5610,1789129833.014,285485,junction,0.966,-26.646,3.932,42,32,0.313,1.438,63.1
15.5759,1789129833.029,285486,junction,1.0,-27.75,3.95,42,32,0.313,1.563,63.9
15.5908,1789129833.044,285487,junction,0.932,-29.15,3.903,44,31,0.188,1.938,63.9
15.6047,1789129833.058,285488,junction,0.806,,3.977,42,31,0.188,2.188,64.5
15.6192,1789129833.072,285489,y,0.879,,4.708,43,31,0.313,,65.0
15.6334,1789129833.086,285490,y,1.031,,4.865,42,33,0.313,,65.8
15.6480,1789129833.101,285491,y,0.985,,5.015,44,33,0.188,,65.8
17.6671,1789129835.120,285492,junction,0.878,,7.675,50,32,1.188,1.563,65.8
17.6821,1789129835.135,285493,junction,0.773,,7.677,50,31,1.188,1.563,65.0
17.6966,1789129835.149,285494,junction,0.781,,7.703,51,31,1.188,1.438,65.2
17.7128,1789129835.166,285495,junction,0.782,,7.673,50,31,1.188,1.563,65.3
17.7263,1789129835.179,285496,junction,0.761,,7.655,51,31,1.313,1.438,65.0
17.7405,1789129835.193,285497,junction,0.743,,7.695,50,31,1.313,1.438,65.3
17.7561,1789129835.209,285498,junction,0.723,,7.655,50,31,1.438,1.438,65.5
17.7712,1789129835.224,285499,junction,0.743,,7.717,50,31,1.313,1.563,65.6
17.7895,1789129835.242,285500,junction,0.74,,7.676,51,31,1.438,1.563,65.6
17.8019,1789129835.255,285501,junction,0.662,,7.673,50,31,1.188,0.813,65.8
17.8167,1789129835.270,285502,junction,0.748,,7.674,50,31,1.188,1.688,65.6
17.8316,1789129835.285,285503,junction,0.746,,7.63,52,31,1.438,1.438,65.8
17.8478,1789129835.301,285504,junction,0.641,,7.666,50,31,1.438,0.563,65.8
17.8631,1789129835.316,285505,junction,0.724,,7.665,51,31,1.438,1.438,65.4
17.8770,1789129835.330,285506,junction,0.769,,7.655,51,31,1.063,1.438,65.6
