t_s,wall_time,frame,tier,theta_deg,x_mm,y_mm,n_c,n_r,mad_h,mad_v,fps
8.6859,1789129958.534,295440,y,-0.897,,3.831,126,31,0.438,,61.7
8.6945,1789129958.543,295441,y,-0.826,,3.807,51,12,0.438,,58.9
8.7096,1789129958.558,295442,y,-0.807,,3.805,51,13,0.438,,59.9
8.7240,1789129958.572,295443,y,-0.835,,3.814,51,13,0.438,,60.6
8.7430,1789129958.591,295444,y,-0.891,,3.804,51,13,0.438,,61.1
8.7535,1789129958.602,295445,y,-0.909,,3.801,51,13,0.438,,61.9
8.7686,1789129958.617,295446,y,-0.852,,3.771,51,12,0.438,,62.4
8.7835,1789129958.632,295447,y,-0.857,,3.734,51,10,0.438,,62.5
8.8069,1789129958.655,295448,y,-0.798,,3.707,51,11,0.438,,63.3
8.8130,1789129958.661,295449,y,-0.611,,3.633,48,9,0.438,,63.7
8.8287,1789129958.677,295450,y,-0.708,,3.522,50,7,0.438,,63.6
8.8436,1789129958.692,295451,y,-0.919,,3.35,48,7,0.438,,64.1
8.8680,1789129958.716,295452,y,-1.016,,3.173,121,21,0.438,,64.3
8.8840,1789129958.732,295453,y,-0.957,,3.002,45,8,0.438,,60.8
8.8979,1789129958.746,295454,y,-0.786,,3.047,46,5,0.438,,61.2
8.9139,1789129958.762,295455,y,-0.615,,3.143,43,1,0.438,,61.7
8.9289,1789129958.777,295456,y,-0.559,,3.179,43,4,0.313,,62.1
8.9451,1789129958.793,295457,y,-0.611,,3.147,45,5,0.438,,62.3
8.9608,1789129958.809,295458,y,-0.681,,3.093,46,7,0.438,,62.7
8.9763,1789129958.824,295459,y,-0.737,,3.079,48,10,0.313,,62.5
8.9904,1789129958.838,295460,y,-0.797,,3.075,47,11,0.313,,62.8
9.0073,1789129958.855,295461,y,-0.955,,3.06,47,11,0.313,,63.4
9.0227,1789129958.871,295462,y,-1.211,,2.928,46,12,0.188,,63.0
9.0380,1789129958.886,295463,y,-1.423,,2.788,47,15,0.188,,63.2
9.0642,1789129958.912,295464,y,-1.506,,2.813,120,41,0.188,,63.4
9.0788,1789129958.927,295465,y,-1.494,,3.051,47,22,0.188,,59.5
9.0946,1789129958.943,295466,y,-1.459,,3.169,46,27,0.188,,60.3
9.1114,1789129958.959,295467,y,-1.521,,3.283,44,27,0.188,,60.6
9.1271,1789129958.975,295468,junction,-1.385,27.475,2.67,44,27,0.188,2.938,60.7
9.1422,1789129958.990,295469,junction,-1.244,26.458,2.732,43,31,0.188,1.813,60.8
9.1726,1789129959.021,295470,junction,-1.472,24.712,3.007,107,78,0.313,2.313,59.0
9.1872,1789129959.035,295471,junction,-1.242,23.781,3.568,44,32,0.438,1.563,56.5
9.2009,1789129959.049,295472,junction,-1.391,23.113,3.428,44,32,0.438,1.188,57.6
9.2170,1789129959.065,295473,junction,-1.606,22.93,3.673,45,31,0.438,1.813,58.6
9.2309,1789129959.079,295474,junction,-1.784,22.826,3.791,43,31,0.438,1.938,59.5
9.2453,1789129959.093,295475,junction,-1.498,22.278,4.056,42,30,0.313,1.438,60.3
9.2603,1789129959.108,295476,junction,-1.334,21.772,4.283,46,32,0.563,1.813,60.9
9.2756,1789129959.124,295477,junction,-1.208,21.122,4.359,44,32,0.563,1.438,61.2
9.2930,1789129959.141,295478,junction,-1.283,20.566,4.417,44,32,0.563,1.688,61.9
9.3057,1789129959.154,295479,junction,-1.066,19.732,4.448,44,32,0.563,1.188,62.5
9.3210,1789129959.169,295480,junction,-1.043,18.801,4.537,44,32,0.438,1.188,62.2
9.3360,1789129959.184,295481,junction,-0.844,18.095,4.617,45,32,0.688,1.188,62.8
9.3519,1789129959.200,295482,junction,-0.645,17.088,4.685,46,32,0.438,0.688,63.6
9.3664,1789129959.214,295483,junction,-0.394,15.974,4.783,44,32,0.813,0.563,63.7
9.3801,1789129959.228,295484,junction,-0.409,15.078,4.767,41,32,0.813,0.563,63.9
9.3967,1789129959.245,295485,junction,-0.392,13.874,4.752,42,32,0.563,0.438,64.3
9.4150,1789129959.263,295486,junction,-0.451,12.821,4.657,44,32,0.688,0.438,64.2
9.4248,1789129959.273,295487,junction,-0.607,11.423,4.198,42,32,0.438,0.188,64.6
9.4417,1789129959.290,295488,junction,-1.099,9.64,3.72,44,32,0.438,0.313,65.0
9.4615,1789129959.310,295489,junction,-1.304,7.868,3.086,45,32,0.313,0.313,64.7
9.4777,1789129959.326,295490,junction,-1.713,5.43,2.564,46,33,0.188,0.438,62.9
9.4922,1789129959.340,295491,junction,-2.244,4.102,2.421,46,32,0.188,0.313,63.6
9.5064,1789129959.354,295492,junction,-2.051,2.556,2.404,46,32,0.188,0.438,63.4
9.5217,1789129959.370,295493,junction,-1.769,1.111,2.486,44,32,0.188,0.313,63.7
9.5401,1789129959.388,295494,junction,-1.691,0.015,2.545,45,33,0.188,0.313,64.2
9.5529,1789129959.401,295495,junction,-1.429,-1.381,2.622,46,32,0.188,0.188,63.9
9.5679,1789129959.416,295496,junction,-1.204,-2.749,2.708,46,32,0.188,0.313,64.1
9.5843,1789129959.432,295497,junction,-0.937,-4.17,2.748,46,32,0.313,0.188,64.4
9.6000,1789129959.448,295498,junction,-1.188,-5.711,2.723,47,32,0.313,0.188,64.1
9.6141,1789129959.462,295499,junction,-1.072,-6.937,2.662,47,32,0.313,0.188,64.5
9.6443,1789129959.492,295500,junction,-1.085,-8.97,2.59,114,67,0.313,0.188,62.2
9.6608,1789129959.509,295501,junction,-0.683,-11.257,2.467,45,32,0.313,0.188,59.6
9.6714,1789129959.520,295502,junction,-0.846,-12.631,2.364,42,32,0.313,0.313,60.4
9.6866,1789129959.535,295503,junction,-1.259,-13.946,2.258,43,32,0.313,0.313,61.5
9.7012,1789129959.549,295504,junction,-1.409,-15.617,2.164,43,32,0.313,0.438,61.9
9.7179,1789129959.566,295505,junction,-1.479,-17.18,2.119,43,32,0.313,0.688,62.5
9.7305,1789129959.579,295506,junction,-1.442,-18.271,2.107,43,32,0.188,0.938,63.0
9.7456,1789129959.594,295507,junction,-1.354,-19.68,2.125,42,32,0.188,1.188,63.2
9.7593,1789129959.607,295508,junction,-1.309,-20.738,2.131,43,32,0.188,1.313,63.9
9.7765,1789129959.625,295509,junction,-1.149,-21.856,2.088,44,32,0.188,1.313,64.3
9.7902,1789129959.638,295510,junction,-1.185,-22.978,2.089,44,32,0.188,1.563,64.6
9.8037,1789129959.652,295511,junction,-0.975,-24.185,2.07,44,32,0.188,1.813,64.8
9.8200,1789129959.668,295512,junction,-0.631,-24.694,2.049,47,32,0.188,1.438,65.2
9.8360,1789129959.684,295513,junction,-0.347,-25.893,1.986,48,32,0.188,1.938,65.1
9.8497,1789129959.698,295514,junction,-0.096,-26.436,1.975,47,32,0.313,1.313,65.3
9.8651,1789129959.713,295515,junction,-0.058,-27.424,1.944,45,32,0.313,2.063,65.7
9.8801,1789129959.728,295516,junction,-0.035,-28.518,1.941,48,32,0.313,2.688,65.5
9.8996,1789129959.748,295517,y,-0.09,,2.072,48,32,0.188,,65.6
9.9100,1789129959.758,295518,junction,-0.191,-29.595,2.077,49,32,0.188,2.813,66.2
9.9238,1789129959.772,295519,junction,-0.052,,2.083,48,32,0.188,2.313,65.8
9.9373,1789129959.785,295520,y,-0.009,,2.116,51,32,0.188,,66.0
9.9585,1789129959.807,295521,y,0.005,,2.103,49,32,0.188,,67.0
9.9673,1789129959.815,295522,y,-0.023,,2.074,49,32,0.188,,66.6
9.9810,1789129959.829,295523,y,-0.116,,2.033,49,32,0.188,,67.0
9.9967,1789129959.845,295524,y,-0.316,,1.943,50,33,0.188,,67.2
10.0118,1789129959.860,295525,y,-0.432,,1.905,53,33,0.188,,67.4
10.0247,1789129959.873,295526,y,-0.569,,1.941,55,33,0.188,,67.5
10.0403,1789129959.888,295527,y,-0.625,,2.024,54,33,0.188,,67.8
10.0541,1789129959.902,295528,y,-0.633,,2.152,55,32,0.313,,67.3
10.0685,1789129959.917,295529,y,-0.616,,2.279,56,32,0.313,,68.0
10.0970,1789129959.945,295530,y,-0.629,,2.576,140,79,0.188,,65.1
10.1101,1789129959.958,295531,y,-0.554,,2.815,56,32,0.313,,62.8
10.1245,1789129959.973,295532,y,-0.591,,3.008,57,31,0.313,,63.7
10.1373,1789129959.985,295533,y,-0.561,,3.123,58,30,0.313,,64.5
10.1514,1789129960.000,295534,y,-0.543,,3.232,58,31,0.438,,65.3
10.1649,1789129960.013,295535,y,-0.596,,3.39,57,31,0.438,,65.9
10.1866,1789129960.035,295536,y,-0.533,,3.518,144,74,0.313,,66.5
10.1998,1789129960.048,295537,y,-0.423,,3.65,57,26,0.438,,64.1
10.2135,1789129960.062,295538,y,-0.414,,3.736,56,26,0.438,,64.7
10.2299,1789129960.078,295539,y,-0.431,,3.817,57,20,0.438,,65.3
10.2471,1789129960.095,295540,y,-0.358,,3.85,56,16,0.438,,65.4
10.2574,1789129960.106,295541,y,-0.326,,3.877,57,15,0.438,,65.7
10.2738,1789129960.122,295542,y,-0.215,,3.946,54,13,0.438,,65.9
10.2886,1789129960.137,295543,y,-0.102,,4.045,55,12,0.438,,65.7
10.3099,1789129960.158,295544,y,0.073,,4.142,56,13,0.438,,65.8
10.3205,1789129960.169,295545,y,0.123,,4.214,54,16,0.438,,65.9
10.3370,1789129960.185,295546,y,0.25,,4.347,55,18,0.438,,64.8
10.3530,1789129960.201,295547,y,0.189,,4.421,55,21,0.438,,64.9
10.3766,1789129960.225,295548,y,0.271,,4.533,137,59,0.438,,65.1
10.3923,1789129960.240,295549,y,0.288,,4.549,55,27,0.438,,61.0
10.4079,1789129960.256,295550,y,0.364,,4.58,54,27,0.438,,61.7
10.4274,1789129960.276,295551,y,0.333,,4.676,54,27,0.313,,61.9
10.4394,1789129960.287,295552,y,0.621,,4.716,53,26,0.188,,61.8
10.4551,1789129960.303,295553,y,0.461,,4.775,51,26,0.313,,62.2
10.4717,1789129960.320,295554,y,0.48,,4.823,51,26,0.313,,62.3
10.4867,1789129960.335,295555,y,0.561,,4.868,51,26,0.313,,62.1
10.5024,1789129960.350,295556,y,0.691,,4.912,51,27,0.438,,62.4
10.5189,1789129960.367,295557,y,0.667,,4.912,51,28,0.438,,62.8
10.5336,1789129960.382,295558,y,0.404,,4.778,51,26,0.188,,62.5
10.5491,1789129960.397,295559,y,0.577,,4.64,51,26,0.188,,62.7
10.5812,1789129960.429,295560,junction,0.229,29.155,4.288,122,66,0.313,2.813,60.5
10.5957,1789129960.444,295561,junction,0.038,28.842,4.335,48,30,0.188,2.813,57.3
10.6100,1789129960.458,295562,junction,-0.043,28.195,4.118,49,30,0.188,2.813,58.6
10.6253,1789129960.473,295563,junction,-0.015,27.834,3.929,45,30,0.313,2.438,59.4
10.6393,1789129960.487,295564,junction,-0.02,27.539,4.116,49,30,0.188,2.813,60.0
10.6538,1789129960.502,295565,junction,-0.076,26.914,4.131,49,30,0.188,2.063,61.1
10.6692,1789129960.517,295566,junction,-0.092,26.792,4.06,49,30,0.188,2.188,61.8
10.6835,1789129960.532,295567,junction,0.016,26.561,4.476,46,30,0.188,2.063,61.9
10.6979,1789129960.546,295568,y,0.4,,4.474,47,31,0.313,3.063,62.5
10.7151,1789129960.563,295569,junction,0.277,25.8,4.407,49,28,0.313,2.563,63.4
10.7294,1789129960.578,295570,junction,0.207,25.897,4.343,48,31,0.313,2.563,62.9
10.7447,1789129960.593,295571,junction,0.197,25.462,4.328,46,31,0.313,1.813,63.3
10.7601,1789129960.608,295572,junction,0.232,25.244,4.313,46,31,0.313,2.313,63.8
10.7745,1789129960.623,295573,junction,0.253,25.014,4.46,46,31,0.313,2.563,63.7
10.7904,1789129960.638,295574,junction,0.289,24.814,4.405,46,31,0.313,2.188,64.1
10.8057,1789129960.654,295575,junction,0.272,24.401,4.455,45,31,0.438,1.813,64.6
10.8201,1789129960.668,295576,junction,0.219,23.927,4.511,45,31,0.438,2.313,64.2
10.8353,1789129960.683,295577,junction,0.167,23.502,4.258,45,31,0.438,2.188,64.5
10.8549,1789129960.703,295578,junction,0.123,22.857,4.088,47,31,0.563,2.063,64.8
10.8671,1789129960.715,295579,junction,0.032,22.264,3.911,45,30,0.438,1.813,64.9
10.8799,1789129960.728,295580,junction,0.103,21.699,3.691,44,31,0.563,1.688,65.1
10.8967,1789129960.745,295581,junction,-0.041,21.133,3.538,44,32,0.563,1.563,65.2
10.9126,1789129960.761,295582,junction,-0.179,20.575,3.31,45,31,0.563,1.563,65.0
10.9263,1789129960.774,295583,junction,-0.34,20.157,3.14,45,31,0.313,1.563,65.1
10.9419,1789129960.790,295584,junction,-0.343,19.708,3.041,45,31,0.438,1.063,65.6
10.9605,1789129960.809,295585,junction,-0.373,19.57,3.005,45,31,0.438,1.438,65.2
10.9721,1789129960.820,295586,junction,-0.322,19.426,3.013,44,31,0.563,1.313,65.4
10.9880,1789129960.836,295587,junction,-0.376,19.343,3.019,43,31,0.438,1.313,65.4
11.0035,1789129960.852,295588,junction,-0.323,19.3,3.02,43,31,0.563,1.313,64.9
11.0180,1789129960.866,295589,junction,-0.358,19.275,3.017,43,31,0.563,1.313,65.2
11.0495,1789129960.898,295590,junction,-0.341,19.178,3.053,109,76,0.438,1.563,62.7
11.0645,1789129960.913,295591,junction,-0.308,19.168,2.996,43,31,0.563,1.313,59.8
11.0812,1789129960.929,295592,junction,-0.286,19.074,2.97,44,31,0.563,1.313,60.6
11.0920,1789129960.940,295593,junction,-0.238,18.89,2.931,43,31,0.563,1.188,61.4
11.1068,1789129960.955,295594,junction,-0.226,18.624,2.886,42,31,0.438,1.188,61.8
11.1213,1789129960.969,295595,junction,-0.172,18.329,2.86,44,31,0.438,0.938,62.6
11.1378,1789129960.986,295596,junction,-0.212,18.155,2.838,43,31,0.313,1.188,63.2
11.1521,1789129961.000,295597,junction,-0.062,17.806,2.796,43,31,0.438,0.938,63.3
11.1657,1789129961.014,295598,junction,-0.014,17.499,2.775,43,31,0.438,1.063,64.0
11.1812,1789129961.029,295599,junction,-0.072,17.265,2.774,42,31,0.313,0.938,64.4
11.1960,1789129961.044,295600,junction,-0.041,16.968,2.763,43,31,0.313,0.938,64.3
11.2098,1789129961.058,295601,junction,-0.039,16.73,2.713,43,31,0.313,0.813,64.7
11.2259,1789129961.074,295602,junction,0.037,16.494,2.68,42,31,0.438,0.813,65.0
11.2410,1789129961.089,295603,junction,0.087,16.275,2.652,41,31,0.438,0.813,64.9
11.2557,1789129961.104,295604,junction,0.078,16.172,2.64,40,31,0.438,0.688,65.2
11.2703,1789129961.118,295605,junction,0.097,16.056,2.615,41,31,0.438,0.688,65.7
11.2861,1789129961.134,295606,junction,0.1,15.953,2.603,41,31,0.438,0.688,65.3
11.3004,1789129961.148,295607,junction,0.078,15.87,2.602,41,31,0.438,0.688,65.6
11.3166,1789129961.165,295608,junction,0.103,15.805,2.616,41,31,0.438,0.688,65.7
11.3315,1789129961.180,295609,junction,0.081,15.761,2.616,40,31,0.438,0.688,65.5
11.3458,1789129961.194,295610,junction,0.096,15.677,2.611,42,31,0.438,0.563,65.6
11.3620,1789129961.210,295611,junction,0.147,15.552,2.635,42,31,0.438,0.438,65.7
11.3771,1789129961.225,295612,junction,0.116,15.424,2.597,43,31,0.438,0.563,65.6
11.3935,1789129961.242,295613,junction,0.113,15.237,2.569,43,31,0.438,0.563,65.1
11.4100,1789129961.258,295614,junction,0.016,15.066,2.541,42,31,0.313,0.563,65.2
11.4240,1789129961.272,295615,junction,0.059,14.898,2.515,41,31,0.188,0.438,64.9
11.4393,1789129961.287,295616,junction,0.026,14.779,2.497,40,31,0.188,0.563,65.4
11.4548,1789129961.303,295617,junction,0.06,14.673,2.469,40,31,0.188,0.313,65.3
11.4700,1789129961.318,295618,junction,0.02,14.609,2.454,40,31,0.188,0.438,64.9
11.4872,1789129961.335,295619,junction,0.035,14.587,2.468,41,31,0.188,0.438,65.4
11.5149,1789129961.363,295620,junction,0.106,14.652,2.497,104,77,0.313,0.438,62.6
11.5294,1789129961.378,295621,junction,0.036,14.59,2.465,41,31,0.188,0.438,59.7
11.5444,1789129961.393,295622,junction,0.028,14.59,2.464,41,31,0.188,0.438,60.5
11.5593,1789129961.407,295623,junction,0.03,14.594,2.465,40,31,0.188,0.438,61.5
11.5731,1789129961.421,295624,junction,0.066,14.605,2.461,40,31,0.188,0.438,61.9
11.5881,1789129961.436,295625,junction,-0.02,14.609,2.459,40,31,0.188,0.438,62.4
11.6036,1789129961.452,295626,junction,0.009,14.614,2.433,40,31,0.188,0.438,63.4
11.6182,1789129961.466,295627,junction,0.094,14.612,2.421,40,31,0.313,0.313,63.4
11.6382,1789129961.486,295628,junction,0.045,14.62,2.431,40,31,0.188,0.313,63.9
11.6478,1789129961.496,295629,junction,0.089,14.62,2.427,40,31,0.313,0.313,64.6
11.6628,1789129961.511,295630,junction,0.053,14.625,2.424,40,31,0.313,0.438,64.5
11.6797,1789129961.528,295631,junction,0.023,14.623,2.428,40,31,0.313,0.438,64.8
11.6931,1789129961.541,295632,junction,0.029,14.638,2.42,40,31,0.188,0.313,65.4
11.7071,1789129961.555,295633,junction,-0.096,14.687,2.358,40,31,0.188,0.438,65.1
11.7221,1789129961.570,295634,junction,-0.143,14.746,2.307,40,31,0.188,0.438,65.3
11.7372,1789129961.585,295635,junction,-0.157,14.829,2.225,40,32,0.188,0.563,65.5
11.7525,1789129961.601,295636,junction,-0.161,14.881,2.15,41,31,0.313,0.563,65.3
11.7670,1789129961.615,295637,junction,-0.246,14.995,2.02,42,31,0.313,0.313,65.7
11.7836,1789129961.632,295638,junction,-0.339,15.075,1.908,42,31,0.313,0.313,65.9
11.7985,1789129961.647,295639,junction,-0.464,15.191,1.784,42,31,0.188,0.563,65.3
11.8135,1789129961.662,295640,junction,-0.46,15.301,1.643,42,31,0.313,0.563,65.4
11.8291,1789129961.677,295641,junction,-0.532,15.411,1.521,42,31,0.313,0.563,65.6
11.8468,1789129961.695,295642,junction,-0.541,15.453,1.475,43,31,0.313,0.688,65.2
11.8599,1789129961.708,295643,junction,-0.542,15.512,1.431,43,31,0.313,0.563,65.7
11.8794,1789129961.728,295644,junction,-0.539,15.558,1.409,43,31,0.313,0.688,65.8
11.8922,1789129961.740,295645,junction,-0.545,15.569,1.397,43,31,0.313,0.688,65.5
11.9071,1789129961.755,295646,junction,-0.535,15.569,1.403,43,31,0.313,0.688,65.6
11.9229,1789129961.771,295647,junction,-0.534,15.572,1.403,43,31,0.313,0.688,65.5
11.9359,1789129961.784,295648,junction,-0.535,15.567,1.407,43,31,0.313,0.688,65.0
11.9512,1789129961.799,295649,junction,-0.544,15.566,1.41,43,31,0.313,0.688,65.5
11.9823,1789129961.830,295650,junction,-0.553,15.62,1.417,105,76,0.438,0.813,62.7
11.9958,1789129961.844,295651,junction,-0.541,15.554,1.413,43,31,0.313,0.688,59.7
12.0099,1789129961.858,295652,junction,-0.533,15.566,1.41,43,31,0.313,0.688,60.9
12.0244,1789129961.873,295653,junction,-0.536,15.564,1.411,43,31,0.313,0.688,61.7
12.0386,1789129961.887,295654,junction,-0.538,15.566,1.411,43,31,0.313,0.688,62.2
12.0537,1789129961.902,295655,junction,-0.541,15.569,1.408,43,31,0.313,0.688,63.3
12.0673,1789129961.915,295656,junction,-0.533,15.567,1.412,43,31,0.313,0.688,63.7
12.0802,1789129961.928,295657,junction,-0.536,15.563,1.408,43,31,0.313,0.688,64.6
12.0929,1789129961.941,295658,junction,-0.542,15.566,1.408,43,31,0.313,0.688,66.0
12.1083,1789129961.956,295659,junction,-0.537,15.564,1.411,43,31,0.313,0.688,67.2
12.1182,1789129961.966,295660,junction,-0.54,15.563,1.409,43,31,0.313,0.688,67.9
12.1303,1789129961.978,295661,junction,-0.538,15.568,1.408,43,31,0.313,0.688,69.0
12.1442,1789129961.992,295662,junction,-0.535,15.566,1.408,43,31,0.313,0.688,70.0
12.1576,1789129962.006,295663,junction,-0.533,15.567,1.407,43,31,0.313,0.688,70.5
12.1687,1789129962.017,295664,junction,-0.535,15.564,1.407,43,31,0.313,0.563,71.4
12.1861,1789129962.034,295665,junction,-0.551,15.568,1.405,43,31,0.313,0.688,72.1
12.1950,1789129962.043,295666,junction,-0.538,15.564,1.407,43,31,0.313,0.688,72.4
12.2077,1789129962.056,295667,junction,-0.548,15.56,1.411,43,31,0.313,0.563,73.1
12.2254,1789129962.074,295668,junction,-0.534,15.565,1.409,43,31,0.313,0.688,73.7
12.2335,1789129962.082,295669,junction,-0.534,15.569,1.41,43,31,0.313,0.688,73.6
12.2459,1789129962.094,295670,junction,-0.538,15.566,1.406,43,31,0.313,0.688,74.1
12.2598,1789129962.108,295671,junction,-0.543,15.572,1.411,43,31,0.313,0.688,74.6
12.2730,1789129962.121,295672,junction,-0.527,15.569,1.411,43,31,0.313,0.688,74.4
12.2889,1789129962.137,295673,junction,-0.542,15.57,1.41,43,31,0.313,0.688,74.8
12.3004,1789129962.149,295674,junction,-0.528,15.572,1.409,43,31,0.313,0.688,75.1
12.3121,1789129962.160,295675,junction,-0.524,15.573,1.408,43,31,0.313,0.688,74.8
12.3251,1789129962.173,295676,junction,-0.542,15.57,1.408,43,31,0.313,0.688,75.2
12.3386,1789129962.187,295677,junction,-0.532,15.567,1.407,43,31,0.313,0.688,75.5
12.3514,1789129962.200,295678,junction,-0.532,15.566,1.408,43,31,0.313,0.688,75.1
12.3641,1789129962.212,295679,junction,-0.538,15.568,1.404,43,31,0.313,0.688,75.3
12.3922,1789129962.240,295680,junction,-0.552,15.615,1.416,105,75,0.438,0.813,72.2
12.4086,1789129962.257,295681,junction,-0.538,15.554,1.408,43,31,0.313,0.688,67.7
12.4176,1789129962.266,295682,junction,-0.535,15.569,1.407,43,31,0.313,0.688,69.0
12.4308,1789129962.279,295683,junction,-0.523,15.573,1.412,43,31,0.313,0.688,70.1
12.4431,1789129962.291,295684,junction,-0.534,15.57,1.409,43,31,0.313,0.688,70.8
12.4552,1789129962.303,295685,junction,-0.532,15.573,1.411,43,31,0.313,0.688,71.8
12.4688,1789129962.317,295686,junction,-0.528,15.583,1.412,43,31,0.313,0.813,72.6
12.4804,1789129962.329,295687,junction,-0.534,15.579,1.413,43,31,0.313,0.688,72.9
12.4930,1789129962.341,295688,junction,-0.52,15.581,1.414,43,31,0.313,0.688,73.7
12.5061,1789129962.354,295689,junction,-0.515,15.584,1.418,43,31,0.313,0.688,74.4
12.5276,1789129962.376,295690,junction,-0.521,15.589,1.413,43,31,0.313,0.688,74.5
12.5312,1789129962.379,295691,junction,-0.517,15.589,1.416,43,31,0.313,0.688,75.1
12.5459,1789129962.394,295692,junction,-0.511,15.587,1.419,43,31,0.313,0.688,75.6
12.5569,1789129962.405,295693,junction,-0.514,15.595,1.418,43,31,0.313,0.688,75.5
12.5713,1789129962.419,295694,junction,-0.51,15.595,1.417,43,31,0.313,0.688,76.0
12.5834,1789129962.432,295695,junction,-0.52,15.598,1.421,43,31,0.313,0.688,76.4
12.5953,1789129962.443,295696,junction,-0.527,15.601,1.42,43,31,0.313,0.688,76.1
12.6077,1789129962.456,295697,junction,-0.516,15.606,1.418,43,31,0.313,0.688,76.5
12.6222,1789129962.470,295698,junction,-0.528,15.603,1.385,43,31,0.313,0.688,76.7
12.6349,1789129962.483,295699,junction,-0.519,15.609,1.386,43,31,0.313,0.688,76.4
12.6489,1789129962.497,295700,junction,-0.51,15.609,1.42,43,31,0.313,0.688,76.6
12.6608,1789129962.509,295701,junction,-0.526,15.607,1.414,43,31,0.313,0.688,76.9
12.6747,1789129962.523,295702,junction,-0.512,15.606,1.417,43,31,0.313,0.688,76.5
12.6866,1789129962.535,295703,junction,-0.515,15.601,1.418,43,31,0.313,0.688,76.7
12.7014,1789129962.549,295704,junction,-0.534,15.603,1.388,43,31,0.313,0.688,76.9
12.7128,1789129962.561,295705,junction,-0.517,15.601,1.417,43,31,0.313,0.688,76.4
12.7260,1789129962.574,295706,junction,-0.507,15.604,1.416,43,31,0.313,0.688,76.5
12.7394,1789129962.588,295707,junction,-0.52,15.608,1.421,43,31,0.313,0.688,76.7
12.7523,1789129962.600,295708,junction,-0.518,15.604,1.42,43,31,0.313,0.688,76.2
12.7649,1789129962.613,295709,junction,-0.525,15.607,1.383,43,31,0.313,0.688,76.4
12.7981,1789129962.646,295710,junction,-0.543,15.674,1.421,105,76,0.438,0.813,72.9
12.8052,1789129962.653,295711,junction,-0.539,15.614,1.385,43,31,0.313,0.688,69.0
12.8250,1789129962.673,295712,junction,-0.511,15.606,1.421,43,31,0.313,0.688,70.1
12.8299,1789129962.678,295713,junction,-0.521,15.607,1.417,43,31,0.313,0.688,71.2
12.8429,1789129962.691,295714,junction,-0.512,15.613,1.396,43,31,0.313,0.688,71.8
12.8548,1789129962.703,295715,junction,-0.519,15.613,1.393,43,31,0.313,0.688,72.7
12.8686,1789129962.717,295716,junction,-0.513,15.613,1.397,43,31,0.313,0.688,73.5
12.8860,1789129962.734,295717,junction,-0.502,15.612,1.395,43,31,0.313,0.688,73.6
12.8925,1789129962.741,295718,junction,-0.515,15.613,1.395,43,31,0.313,0.688,74.3
12.9060,1789129962.754,295719,junction,-0.518,15.613,1.386,43,31,0.313,0.688,74.9
12.9185,1789129962.767,295720,junction,-0.51,15.614,1.395,43,31,0.313,0.688,75.0
12.9308,1789129962.779,295721,junction,-0.512,15.613,1.397,43,31,0.313,0.688,75.5
12.9450,1789129962.793,295722,junction,-0.515,15.609,1.39,43,31,0.313,0.688,76.0
12.9579,1789129962.806,295723,junction,-0.519,15.61,1.395,43,31,0.313,0.688,75.9
12.9696,1789129962.818,295724,junction,-0.519,15.613,1.397,43,31,0.313,0.688,76.3
12.9828,1789129962.831,295725,junction,-0.515,15.61,1.395,43,31,0.313,0.688,76.7
12.9957,1789129962.844,295726,junction,-0.512,15.609,1.397,43,31,0.313,0.688,76.4
13.0073,1789129962.855,295727,junction,-0.501,15.609,1.393,43,31,0.313,0.688,76.8
13.0213,1789129962.869,295728,junction,-0.515,15.613,1.397,43,31,0.313,0.688,77.1
13.0346,1789129962.883,295729,junction,-0.523,15.613,1.38,43,31,0.313,0.688,76.7
13.0475,1789129962.896,295730,junction,-0.527,15.613,1.389,43,31,0.313,0.688,76.9
13.0624,1789129962.911,295731,junction,-0.511,15.612,1.395,43,31,0.313,0.688,77.1
13.0726,1789129962.921,295732,junction,-0.514,15.61,1.394,43,31,0.313,0.688,76.7
13.0856,1789129962.934,295733,junction,-0.517,15.612,1.393,43,31,0.313,0.688,76.9
13.0996,1789129962.948,295734,junction,-0.507,15.609,1.397,43,31,0.313,0.688,77.0
13.1131,1789129962.961,295735,junction,-0.514,15.613,1.395,43,31,0.313,0.688,76.5
13.1249,1789129962.973,295736,junction,-0.518,15.613,1.391,43,31,0.313,0.688,76.7
13.1391,1789129962.987,295737,junction,-0.513,15.613,1.392,43,31,0.313,0.688,76.8
13.1531,1789129963.001,295738,junction,-0.509,15.613,1.398,43,31,0.313,0.688,76.2
13.1648,1789129963.013,295739,junction,-0.513,15.613,1.395,43,31,0.313,0.688,76.4
13.1924,1789129963.041,295740,junction,-0.544,15.68,1.406,105,76,0.438,0.688,73.0
13.2050,1789129963.053,295741,junction,-0.53,15.621,1.394,43,31,0.313,0.563,69.0
13.2172,1789129963.065,295742,junction,-0.529,15.618,1.394,43,31,0.313,0.688,70.1
13.2304,1789129963.079,295743,junction,-0.517,15.613,1.389,43,31,0.313,0.688,71.2
13.2453,1789129963.093,295744,junction,-0.513,15.613,1.397,43,31,0.313,0.688,71.8
13.2543,1789129963.102,295745,junction,-0.51,15.613,1.396,43,31,0.313,0.688,72.7
13.2676,1789129963.116,295746,junction,-0.509,15.619,1.39,43,31,0.313,0.688,73.4
13.2801,1789129963.128,295747,junction,-0.508,15.618,1.395,43,31,0.313,0.688,73.7
