t_s,wall_time,frame,tier,theta_deg,x_mm,y_mm,n_c,n_r,mad_h,mad_v,fps
0.0112,1789129949.859,294887,junction,0.409,18.76,1.081,44,32,0.188,1.188,65.5
0.0266,1789129949.875,294888,junction,0.415,18.778,1.083,44,32,0.188,1.188,65.7
0.0438,1789129949.892,294889,junction,0.444,18.759,1.091,44,32,0.188,1.063,64.8
0.0644,1789129949.912,294890,junction,0.396,18.834,1.108,44,32,0.188,1.188,65.1
0.0744,1789129949.922,294891,junction,0.409,18.835,1.106,44,32,0.188,1.188,65.2
0.0887,1789129949.937,294892,junction,0.409,18.847,1.111,44,32,0.188,1.188,65.0
0.1036,1789129949.952,294893,junction,0.417,18.849,1.115,44,32,0.188,1.188,65.1
0.1273,1789129949.975,294894,junction,0.409,18.851,1.114,44,32,0.188,1.188,65.6
0.1353,1789129949.983,294895,junction,0.411,18.856,1.12,44,32,0.188,1.188,65.1
0.1497,1789129949.998,294896,junction,0.396,18.864,1.118,44,32,0.188,1.188,65.2
0.1666,1789129950.015,294897,junction,0.415,18.857,1.122,44,32,0.188,1.188,65.3
0.1908,1789129950.039,294898,junction,0.416,18.861,1.122,44,32,0.188,1.188,65.0
0.1960,1789129950.044,294899,junction,0.421,18.864,1.118,44,32,0.188,1.188,65.0
0.2271,1789129950.075,294900,junction,0.434,18.831,1.151,111,77,0.188,1.188,62.5
0.2415,1789129950.089,294901,junction,0.441,18.866,1.12,44,32,0.188,1.188,59.8
0.2558,1789129950.104,294902,junction,0.426,18.864,1.128,44,32,0.188,1.188,60.6
0.2704,1789129950.118,294903,junction,0.432,18.86,1.132,44,32,0.188,1.188,61.2
0.2852,1789129950.133,294904,junction,0.432,18.863,1.138,44,31,0.188,1.188,61.7
0.3007,1789129950.149,294905,junction,0.433,18.865,1.136,44,31,0.188,1.188,62.4
0.3155,1789129950.163,294906,junction,0.429,18.867,1.14,44,32,0.188,1.188,63.1
0.3294,1789129950.177,294907,junction,0.432,18.875,1.149,44,31,0.188,1.188,63.1
0.3441,1789129950.192,294908,junction,0.415,18.874,1.152,44,31,0.188,1.188,63.6
0.3638,1789129950.212,294909,junction,0.416,18.875,1.163,44,31,0.188,1.188,64.4
0.3740,1789129950.222,294910,junction,0.367,18.891,1.207,44,31,0.188,1.188,64.2
0.3892,1789129950.237,294911,junction,0.336,18.924,1.228,44,31,0.188,1.188,64.5
0.4046,1789129950.253,294912,junction,0.342,18.921,1.23,44,31,0.188,1.188,64.9
0.4273,1789129950.275,294913,junction,0.333,18.921,1.225,44,31,0.188,1.188,64.8
0.4339,1789129950.282,294914,junction,0.344,18.917,1.229,44,31,0.188,1.188,65.4
0.4494,1789129950.297,294915,junction,0.344,18.924,1.23,44,31,0.313,1.188,65.4
0.4641,1789129950.312,294916,junction,0.339,18.928,1.232,44,31,0.188,1.188,65.2
0.4793,1789129950.327,294917,junction,0.346,18.928,1.229,44,31,0.188,1.188,65.8
0.4950,1789129950.343,294918,junction,0.334,18.937,1.226,44,31,0.188,1.188,65.8
0.5106,1789129950.359,294919,junction,0.344,18.945,1.234,44,31,0.188,1.188,65.4
0.5247,1789129950.373,294920,junction,0.335,18.962,1.227,44,31,0.313,1.188,65.5
0.5408,1789129950.389,294921,junction,0.337,18.967,1.225,44,31,0.188,1.313,65.6
0.5558,1789129950.404,294922,junction,0.328,18.983,1.226,44,31,0.313,1.313,65.6
0.5704,1789129950.418,294923,junction,0.321,18.985,1.229,44,31,0.188,1.313,65.5
0.5870,1789129950.435,294924,junction,0.32,18.992,1.231,45,31,0.313,1.313,65.6
0.6021,1789129950.450,294925,junction,0.32,18.998,1.228,45,31,0.188,1.188,65.3
0.6162,1789129950.464,294926,junction,0.32,18.989,1.228,44,31,0.313,1.188,65.4
0.6335,1789129950.481,294927,junction,0.316,18.992,1.235,44,31,0.188,1.188,65.5
0.6479,1789129950.496,294928,junction,0.313,19.003,1.239,44,31,0.313,1.313,65.1
0.6638,1789129950.512,294929,junction,0.289,19.016,1.283,45,31,0.313,1.313,65.2
0.6949,1789129950.543,294930,junction,0.27,18.964,1.365,109,75,0.313,1.313,62.6
0.7081,1789129950.556,294931,junction,0.263,19.06,1.342,44,31,0.313,1.313,59.6
0.7226,1789129950.571,294932,junction,0.264,19.055,1.343,44,31,0.313,1.313,60.5
0.7413,1789129950.589,294933,junction,0.273,19.059,1.347,44,31,0.313,1.313,61.3
0.7522,1789129950.600,294934,junction,0.276,19.08,1.365,44,31,0.313,1.313,61.7
0.7674,1789129950.615,294935,junction,0.237,19.149,1.441,43,31,0.188,1.438,62.3
0.7828,1789129950.631,294936,junction,0.24,19.201,1.477,43,31,0.313,1.438,62.9
0.8009,1789129950.649,294937,junction,0.193,19.259,1.541,43,31,0.188,1.563,63.2
0.8116,1789129950.660,294938,junction,0.211,19.298,1.582,43,31,0.313,1.438,63.7
0.8261,1789129950.674,294939,junction,0.207,19.332,1.625,43,30,0.313,1.438,64.2
0.8405,1789129950.688,294940,junction,0.194,19.344,1.638,43,31,0.313,1.438,64.3
0.8550,1789129950.703,294941,junction,0.17,19.359,1.656,43,31,0.438,1.313,64.8
0.8694,1789129950.717,294942,junction,0.141,19.401,1.686,43,31,0.313,1.313,65.6
0.8842,1789129950.732,294943,junction,0.142,19.435,1.707,43,31,0.438,1.438,65.6
0.8964,1789129950.744,294944,junction,0.131,19.433,1.715,43,31,0.313,1.438,66.8
0.9097,1789129950.758,294945,junction,0.144,19.433,1.73,43,31,0.438,1.563,68.0
0.9229,1789129950.771,294946,junction,0.139,19.433,1.734,43,31,0.438,1.563,68.6
0.9350,1789129950.783,294947,junction,0.127,19.431,1.747,43,31,0.313,1.438,69.6
0.9483,1789129950.796,294948,junction,0.141,19.428,1.754,43,31,0.438,1.438,70.4
0.9610,1789129950.809,294949,junction,0.111,19.428,1.759,43,31,0.313,1.438,70.7
0.9736,1789129950.822,294950,junction,0.144,19.428,1.775,43,31,0.438,1.438,71.5
0.9872,1789129950.835,294951,junction,0.153,19.427,1.79,43,31,0.438,1.563,72.2
1.0002,1789129950.848,294952,junction,0.161,19.43,1.822,44,31,0.438,1.438,72.3
1.0128,1789129950.861,294953,junction,0.152,19.441,1.846,43,31,0.313,1.438,72.9
1.0266,1789129950.875,294954,junction,0.181,19.451,1.897,44,31,0.313,1.438,73.4
1.0471,1789129950.895,294955,junction,0.236,19.466,1.955,44,31,0.313,1.438,73.3
1.0520,1789129950.900,294956,junction,0.223,19.474,2.018,44,31,0.188,1.313,73.8
1.0686,1789129950.917,294957,junction,0.258,19.48,2.033,43,31,0.313,1.313,73.4
1.0854,1789129950.933,294958,junction,0.229,19.48,2.033,43,31,0.188,1.313,71.8
1.0989,1789129950.947,294959,junction,0.265,19.483,2.029,43,31,0.313,1.313,71.1
1.1290,1789129950.977,294960,junction,0.287,19.408,2.065,109,78,0.313,1.188,67.6
1.1422,1789129950.990,294961,junction,0.246,19.496,2.031,43,31,0.313,1.438,64.0
1.1579,1789129951.006,294962,junction,0.245,19.477,2.033,43,31,0.313,1.313,64.6
1.1720,1789129951.020,294963,junction,0.246,19.477,2.037,43,31,0.313,1.313,64.8
1.1874,1789129951.035,294964,junction,0.25,19.481,2.036,43,31,0.313,1.313,64.9
1.2032,1789129951.051,294965,junction,0.25,19.478,2.04,43,31,0.313,1.313,65.4
1.2166,1789129951.065,294966,junction,0.272,19.483,2.036,43,31,0.313,1.313,65.7
1.2317,1789129951.080,294967,junction,0.233,19.483,2.033,43,31,0.188,1.313,66.0
1.2442,1789129951.092,294968,junction,0.287,19.483,2.042,43,31,0.313,1.313,66.3
1.2598,1789129951.108,294969,junction,0.281,19.489,2.054,43,31,0.313,1.313,66.7
1.2738,1789129951.122,294970,junction,0.244,19.494,2.098,43,31,0.313,1.313,66.9
1.2947,1789129951.143,294971,junction,0.304,19.545,2.213,43,30,0.438,1.313,67.2
1.3009,1789129951.149,294972,junction,0.339,19.576,2.31,45,31,0.438,1.313,68.3
1.3138,1789129951.162,294973,junction,0.35,19.597,2.395,45,31,0.438,1.313,68.9
1.3292,1789129951.177,294974,junction,0.399,19.605,2.464,45,31,0.438,1.313,68.6
1.3421,1789129951.190,294975,junction,0.385,19.613,2.507,45,31,0.438,1.188,69.6
1.3577,1789129951.206,294976,junction,0.321,19.624,2.586,45,31,0.313,1.063,70.1
1.3671,1789129951.215,294977,junction,0.328,19.674,2.689,45,30,0.438,1.438,71.0
1.3807,1789129951.229,294978,junction,0.312,19.75,2.823,45,31,0.563,1.188,71.7
1.3938,1789129951.242,294979,junction,0.323,19.791,2.998,45,31,0.438,1.313,71.9
1.4098,1789129951.258,294980,junction,0.355,19.832,3.111,43,31,0.438,1.188,71.3
1.4257,1789129951.274,294981,junction,0.43,20.017,3.239,45,31,0.438,1.563,70.7
1.4395,1789129951.288,294982,junction,0.41,19.958,3.414,45,32,0.438,1.438,69.9
1.4546,1789129951.303,294983,junction,0.383,19.725,3.462,44,32,0.438,1.188,69.6
1.4696,1789129951.318,294984,junction,0.448,19.543,3.505,44,32,0.438,1.313,69.8
1.4842,1789129951.332,294985,junction,0.44,19.277,3.549,44,32,0.563,1.313,69.1
1.4986,1789129951.347,294986,junction,0.356,19.066,3.595,45,32,0.438,1.188,69.1
1.5151,1789129951.363,294987,junction,0.411,18.91,3.567,43,32,0.563,1.188,69.9
1.5401,1789129951.388,294988,junction,0.301,18.714,3.507,42,32,0.438,1.188,70.1
1.5475,1789129951.395,294989,junction,0.271,18.571,3.405,42,32,0.563,1.188,69.4
1.5725,1789129951.420,294990,junction,0.147,18.301,3.308,108,80,0.313,1.063,66.2
1.5870,1789129951.435,294991,junction,0.043,18.026,3.172,43,32,0.313,1.063,62.4
1.6129,1789129951.461,294992,junction,-0.025,17.789,3.091,44,32,0.313,0.938,63.0
1.6155,1789129951.464,294993,junction,-0.034,17.779,3.089,43,32,0.313,1.063,63.6
1.6299,1789129951.478,294994,junction,0.026,18.116,3.151,43,32,0.313,1.063,63.9
1.6453,1789129951.493,294995,junction,0.076,18.65,3.248,45,32,0.188,1.188,64.8
1.6809,1789129951.529,294996,junction,0.156,19.218,3.39,47,33,0.313,0.438,64.9
1.6813,1789129951.529,294997,junction,0.294,20.359,3.502,44,31,0.313,1.063,64.8
1.6896,1789129951.538,294998,junction,0.389,21.238,3.633,45,31,0.313,1.813,65.3
1.7054,1789129951.553,294999,junction,0.332,21.765,3.682,46,31,0.313,0.688,65.5
1.7194,1789129951.567,295000,junction,0.499,22.948,3.776,46,31,0.188,1.438,65.3
1.7346,1789129951.583,295001,junction,0.745,24.302,4.062,46,31,0.188,2.063,65.5
1.7496,1789129951.598,295002,junction,0.942,25.438,4.253,48,32,0.188,2.563,66.0
1.7657,1789129951.614,295003,junction,1.037,26.15,4.233,48,30,0.188,1.313,65.7
1.7783,1789129951.626,295004,y,1.498,,3.777,47,31,0.188,,65.8
1.7958,1789129951.644,295005,y,1.487,,3.613,51,28,0.313,,66.3
1.8097,1789129951.658,295006,y,1.519,,3.357,51,28,0.188,,66.0
1.8251,1789129951.673,295007,y,1.197,,2.888,51,26,0.188,,66.0
1.8416,1789129951.690,295008,y,0.939,,2.474,50,27,0.313,,66.2
1.8562,1789129951.704,295009,y,0.603,,1.967,51,27,0.313,,65.8
1.8707,1789129951.719,295010,y,0.255,,1.578,53,26,0.313,,65.8
1.8876,1789129951.736,295011,y,0.036,,1.364,53,27,0.188,,65.8
1.9027,1789129951.751,295012,y,0.085,,1.227,53,26,0.188,,65.7
1.9179,1789129951.766,295013,y,0.025,,1.105,53,26,0.188,,65.5
1.9335,1789129951.781,295014,y,0.039,,1.094,53,26,0.188,,65.5
1.9493,1789129951.797,295015,y,0.041,,1.101,53,26,0.188,,65.0
1.9646,1789129951.813,295016,y,0.053,,1.105,54,26,0.188,,65.3
1.9812,1789129951.829,295017,y,0.051,,1.107,54,26,0.188,,65.2
1.9965,1789129951.844,295018,y,0.05,,1.101,54,26,0.188,,64.6
2.0121,1789129951.860,295019,y,0.049,,1.096,53,26,0.188,,64.6
2.0439,1789129951.892,295020,y,0.052,,1.119,129,65,0.188,,62.0
2.0580,1789129951.906,295021,y,0.083,,1.083,53,26,0.188,,58.9
2.0722,1789129951.920,295022,y,0.061,,1.016,54,26,0.188,,59.7
2.0894,1789129951.937,295023,y,0.01,,0.907,54,25,0.188,,59.9
2.1035,1789129951.952,295024,y,0.04,,0.871,52,25,0.188,,60.5
2.1187,1789129951.967,295025,y,0.039,,0.844,51,25,0.188,,61.1
2.1345,1789129951.982,295026,y,0.01,,0.863,51,26,0.188,,61.7
2.1500,1789129951.998,295027,y,0.1,,1.0,50,27,0.188,,61.8
2.1646,1789129952.013,295028,y,0.163,,1.256,49,28,0.188,,62.5
2.1804,1789129952.028,295029,y,0.214,,1.528,49,29,0.188,,62.8
2.1968,1789129952.045,295030,junction,0.14,25.606,1.744,51,29,0.313,1.938,62.8
2.2103,1789129952.058,295031,y,0.373,,1.953,53,33,0.313,,62.8
2.2266,1789129952.075,295032,junction,0.27,25.413,2.242,51,30,0.313,1.813,63.6
2.2404,1789129952.088,295033,y,0.636,,2.307,52,32,0.313,,63.1
2.2552,1789129952.103,295034,y,0.698,,2.391,53,30,0.313,,64.1
2.2715,1789129952.119,295035,y,0.743,,2.426,50,29,0.313,,64.4
2.2858,1789129952.134,295036,y,0.768,,2.427,51,29,0.313,,64.2
2.3010,1789129952.149,295037,y,0.717,,2.376,53,29,0.313,,64.5
2.3194,1789129952.167,295038,y,0.672,,2.332,52,29,0.313,,64.8
2.3344,1789129952.182,295039,y,0.598,,2.302,54,27,0.313,,64.5
2.3464,1789129952.194,295040,y,0.627,,2.348,55,28,0.313,,64.8
2.3627,1789129952.211,295041,y,0.787,,2.436,53,26,0.313,,65.0
2.3778,1789129952.226,295042,y,1.015,,2.562,54,23,0.313,,64.8
2.3921,1789129952.240,295043,y,1.2,,2.646,56,21,0.313,,65.0
2.4192,1789129952.267,295044,y,1.309,,2.676,141,58,0.313,,65.2
2.4297,1789129952.278,295045,y,1.263,,2.514,56,18,0.313,,62.2
2.4447,1789129952.293,295046,y,1.085,,2.389,57,18,0.313,,62.6
2.4606,1789129952.309,295047,y,0.851,,2.159,57,21,0.313,,63.4
2.4830,1789129952.331,295048,y,0.728,,2.025,57,22,0.313,,63.2
2.4902,1789129952.338,295049,y,0.681,,1.98,56,21,0.313,,63.6
2.5117,1789129952.360,295050,y,0.664,,1.941,56,21,0.313,,61.4
2.5833,1789129952.431,295051,y,0.438,,1.807,56,21,0.313,,45.5
2.6040,1789129952.452,295052,y,0.441,,1.805,56,21,0.313,,47.2
2.6125,1789129952.460,295053,y,0.461,,1.804,56,19,0.313,,49.1
2.6270,1789129952.475,295054,y,0.482,,1.794,56,20,0.313,,50.4
2.6413,1789129952.489,295055,y,0.484,,1.793,56,20,0.313,,51.8
2.6637,1789129952.512,295056,y,0.491,,1.818,142,46,0.313,,53.1
2.6788,1789129952.527,295057,y,0.49,,1.796,56,19,0.313,,51.9
2.6936,1789129952.542,295058,y,0.485,,1.795,56,20,0.313,,53.3
2.7080,1789129952.556,295059,y,0.493,,1.797,56,18,0.313,,54.5
2.7242,1789129952.572,295060,y,0.497,,1.801,56,20,0.313,,55.4
2.7377,1789129952.586,295061,y,0.49,,1.799,56,19,0.313,,56.6
2.7525,1789129952.600,295062,y,0.497,,1.799,56,19,0.313,,57.6
2.7670,1789129952.615,295063,y,0.495,,1.802,56,19,0.313,,58.2
2.7862,1789129952.634,295064,y,0.494,,1.798,56,18,0.313,,59.4
2.7974,1789129952.645,295065,y,0.499,,1.797,56,19,0.313,,60.1
2.8115,1789129952.659,295066,y,0.494,,1.797,56,19,0.313,,60.4
2.8267,1789129952.675,295067,y,0.495,,1.795,56,19,0.313,,61.1
2.8503,1789129952.698,295068,y,0.506,,1.817,142,47,0.313,,61.8
2.8652,1789129952.713,295069,y,0.495,,1.793,56,18,0.313,,59.0
2.8801,1789129952.728,295070,y,0.498,,1.792,56,21,0.313,,59.9
2.8953,1789129952.743,295071,y,0.496,,1.792,56,19,0.313,,60.5
2.9101,1789129952.758,295072,y,0.496,,1.791,56,19,0.313,,60.7
2.9253,1789129952.773,295073,y,0.493,,1.789,56,18,0.313,,61.6
2.9405,1789129952.789,295074,y,0.498,,1.79,56,19,0.313,,62.0
2.9554,1789129952.803,295075,y,0.496,,1.791,56,20,0.313,,62.0
2.9739,1789129952.822,295076,y,0.491,,1.791,56,20,0.313,,62.8
2.9869,1789129952.835,295077,y,0.489,,1.788,56,20,0.313,,63.3
3.0018,1789129952.850,295078,y,0.49,,1.791,56,18,0.313,,63.0
3.0164,1789129952.864,295079,y,0.492,,1.793,56,20,0.313,,63.3
3.0455,1789129952.893,295080,y,0.504,,1.814,142,49,0.313,,61.0
3.0605,1789129952.909,295081,y,0.493,,1.789,56,19,0.313,,59.0
3.0733,1789129952.921,295082,y,0.497,,1.782,56,19,0.313,,60.1
3.0960,1789129952.944,295083,y,0.478,,1.735,56,20,0.313,,60.3
3.1047,1789129952.953,295084,y,0.477,,1.645,56,20,0.313,,61.0
3.1192,1789129952.967,295085,y,0.448,,1.562,56,18,0.313,,61.7
3.1335,1789129952.982,295086,y,0.358,,1.42,57,22,0.188,,62.3
3.1533,1789129953.001,295087,y,0.267,,1.311,57,21,0.313,,62.7
3.1620,1789129953.010,295088,y,0.229,,1.148,57,21,0.313,,63.7
3.1772,1789129953.025,295089,y,0.205,,1.004,57,24,0.188,,64.3
3.1907,1789129953.039,295090,y,0.122,,0.836,56,25,0.188,,64.4
3.2119,1789129953.060,295091,y,0.07,,0.718,58,25,0.188,,65.0
3.2272,1789129953.075,295092,y,0.022,,0.603,144,67,0.188,,65.8
3.2405,1789129953.088,295093,y,-0.067,,0.336,58,29,0.188,,62.9
3.2544,1789129953.102,295094,y,-0.077,,0.273,57,31,0.188,,63.6
3.2768,1789129953.125,295095,y,-0.07,,0.221,58,32,0.188,,64.7
3.2828,1789129953.131,295096,y,-0.061,,0.155,57,32,0.188,,64.8
3.2976,1789129953.146,295097,y,-0.029,,0.109,58,32,0.188,,65.3
3.3130,1789129953.161,295098,y,0.041,,0.053,56,32,0.188,,66.0
3.3273,1789129953.175,295099,y,0.107,,0.034,56,32,0.188,,65.8
3.3414,1789129953.189,295100,y,0.177,,-0.026,56,32,0.188,,66.2
3.3571,1789129953.205,295101,y,0.215,,-0.059,55,32,0.063,,66.5
3.3713,1789129953.219,295102,y,0.35,,-0.07,53,32,0.188,,66.3
3.3845,1789129953.233,295103,y,0.419,,-0.079,53,32,0.188,,66.8
3.4006,1789129953.249,295104,y,0.5,,-0.123,51,32,0.188,,67.1
3.4151,1789129953.263,295105,y,0.563,,-0.171,54,32,0.188,,67.0
3.4298,1789129953.278,295106,y,0.547,,-0.243,51,32,0.188,,67.1
3.4447,1789129953.293,295107,y,0.679,,-0.243,49,32,0.063,,67.3
3.4607,1789129953.309,295108,y,0.769,,-0.24,50,32,0.188,3.188,67.0
3.4765,1789129953.325,295109,y,0.766,,-0.322,49,32,0.188,3.188,66.8
3.5133,1789129953.361,295110,junction,0.689,-26.797,-0.85,120,79,0.188,2.438,63.9
3.5198,1789129953.368,295111,junction,0.429,-25.484,-1.071,47,32,0.188,1.063,61.0
3.5337,1789129953.382,295112,junction,0.426,-24.047,-1.187,48,32,0.313,1.063,61.8
3.5496,1789129953.398,295113,junction,0.439,-22.857,-1.207,47,32,0.188,0.813,62.4
3.5638,1789129953.412,295114,junction,0.498,-21.344,-1.232,46,32,0.313,0.563,62.9
3.5773,1789129953.425,295115,junction,0.492,-20.164,-1.225,45,32,0.188,0.688,63.5
3.5930,1789129953.441,295116,junction,0.561,-18.228,-1.179,43,32,0.188,0.438,64.0
3.6084,1789129953.456,295117,junction,0.588,-16.922,-1.153,43,32,0.188,0.313,64.3
3.6225,1789129953.471,295118,junction,0.756,-15.367,-1.061,43,32,0.188,0.188,64.7
3.6380,1789129953.486,295119,junction,0.864,-13.197,-0.919,44,32,0.188,0.188,64.9
3.6521,1789129953.500,295120,junction,0.895,-11.894,-0.849,42,32,0.188,0.188,64.8
3.6680,1789129953.516,295121,junction,1.064,-9.879,-0.801,45,32,0.188,0.313,65.1
